run,model,test_days,pred,acc,test_n,test_pos_n,test_neg_n,test_pos_frac,test_neg_frac,train_n,train_start,train_end,test_start,test_end,train_years,horizon_days,n_features,feature_set,horizon
139,random_forest,1,0.65,1.0,1,1,0,1.0,0.0,1470,2019-08-13,2025-06-17,2025-06-26,2025-06-26,6,5,45,ma_no_days,5
140,xgboost,1,1.0,1.0,1,1,0,1.0,0.0,1470,2019-08-12,2025-06-16,2025-06-25,2025-06-25,6,5,45,ma_no_days,5
140,random_forest,1,0.7,1.0,1,1,0,1.0,0.0,1470,2019-08-12,2025-06-16,2025-06-25,2025-06-25,6,5,45,ma_no_days,5
141,xgboost,1,0.95,1.0,1,1,0,1.0,0.0,1470,2019-08-09,2025-06-13,2025-06-24,2025-06-24,6,5,45,ma_no_days,5
141,random_forest,1,0.55,1.0,1,1,0,1.0,0.0,1470,2019-08-09,2025-06-13,2025-06-24,2025-06-24,6,5,45,ma_no_days,5
142,xgboost,1,0.1,0.0,1,1,0,1.0,0.0,1470,2019-08-08,2025-06-12,2025-06-23,2025-06-23,6,5,45,ma_no_days,5
142,random_forest,1,0.4,0.0,1,1,0,1.0,0.0,1470,2019-08-08,2025-06-12,2025-06-23,2025-06-23,6,5,45,ma_no_days,5
143,xgboost,1,0.55,1.0,1,1,0,1.0,0.0,1470,2019-08-07,2025-06-11,2025-06-20,2025-06-20,6,5,45,ma_no_days,5
143,random_forest,1,0.6,1.0,1,1,0,1.0,0.0,1470,2019-08-07,2025-06-11,2025-06-20,2025-06-20,6,5,45,ma_no_days,5
144,xgboost,1,1.0,1.0,1,1,0,1.0,0.0,1470,2019-08-06,2025-06-10,2025-06-18,2025-06-18,6,5,45,ma_no_days,5
144,random_forest,1,0.65,1.0,1,1,0,1.0,0.0,1470,2019-08-06,2025-06-10,2025-06-18,2025-06-18,6,5,45,ma_no_days,5
145,xgboost,1,1.0,1.0,1,1,0,1.0,0.0,1470,2019-08-05,2025-06-09,2025-06-17,2025-06-17,6,5,45,ma_no_days,5
145,random_forest,1,0.75,1.0,1,1,0,1.0,0.0,1470,2019-08-05,2025-06-09,2025-06-17,2025-06-17,6,5,45,ma_no_days,5
146,xgboost,1,0.95,1.0,1,1,0,1.0,0.0,1470,2019-08-02,2025-06-06,2025-06-16,2025-06-16,6,5,45,ma_no_days,5
146,random_forest,1,0.6,1.0,1,1,0,1.0,0.0,1470,2019-08-02,2025-06-06,2025-06-16,2025-06-16,6,5,45,ma_no_days,5
147,xgboost,1,1.0,1.0,1,1,0,1.0,0.0,1470,2019-08-01,2025-06-05,2025-06-13,2025-06-13,6,5,45,ma_no_days,5
147,random_forest,1,0.9,1.0,1,1,0,1.0,0.0,1470,2019-08-01,2025-06-05,2025-06-13,2025-06-13,6,5,45,ma_no_days,5
148,xgboost,1,1.0,0.0,1,0,1,0.0,1.0,1470,2019-07-31,2025-06-04,2025-06-12,2025-06-12,6,5,45,ma_no_days,5
148,random_forest,1,0.85,0.0,1,0,1,0.0,1.0,1470,2019-07-31,2025-06-04,2025-06-12,2025-06-12,6,5,45,ma_no_days,5
149,xgboost,1,1.0,0.0,1,0,1,0.0,1.0,1470,2019-07-30,2025-06-03,2025-06-11,2025-06-11,6,5,45,ma_no_days,5
149,random_forest,1,0.85,0.0,1,0,1,0.0,1.0,1470,2019-07-30,2025-06-03,2025-06-11,2025-06-11,6,5,45,ma_no_days,5
150,xgboost,1,0.2,1.0,1,0,1,0.0,1.0,1470,2019-07-29,2025-06-02,2025-06-10,2025-06-10,6,5,45,ma_no_days,5
150,random_forest,1,0.8,0.0,1,0,1,0.0,1.0,1470,2019-07-29,2025-06-02,2025-06-10,2025-06-10,6,5,45,ma_no_days,5
151,xgboost,1,0.8,1.0,1,1,0,1.0,0.0,1470,2019-07-26,2025-05-30,2025-06-09,2025-06-09,6,5,45,ma_no_days,5
151,random_forest,1,0.85,1.0,1,1,0,1.0,0.0,1470,2019-07-26,2025-05-30,2025-06-09,2025-06-09,6,5,45,ma_no_days,5
152,xgboost,1,0.9,0.0,1,0,1,0.0,1.0,1470,2019-07-25,2025-05-29,2025-06-06,2025-06-06,6,5,45,ma_no_days,5
152,random_forest,1,0.85,0.0,1,0,1,0.0,1.0,1470,2019-07-25,2025-05-29,2025-06-06,2025-06-06,6,5,45,ma_no_days,5
153,xgboost,1,0.95,1.0,1,1,0,1.0,0.0,1470,2019-07-24,2025-05-28,2025-06-05,2025-06-05,6,5,45,ma_no_days,5
153,random_forest,1,0.8,1.0,1,1,0,1.0,0.0,1470,2019-07-24,2025-05-28,2025-06-05,2025-06-05,6,5,45,ma_no_days,5
154,xgboost,1,0.25,0.0,1,1,0,1.0,0.0,1470,2019-07-23,2025-05-27,2025-06-04,2025-06-04,6,5,45,ma_no_days,5
154,random_forest,1,0.65,1.0,1,1,0,1.0,0.0,1470,2019-07-23,2025-05-27,2025-06-04,2025-06-04,6,5,45,ma_no_days,5
155,xgboost,1,0.1,0.0,1,1,0,1.0,0.0,1470,2019-07-22,2025-05-23,2025-06-03,2025-06-03,6,5,45,ma_no_days,5
155,random_forest,1,0.6,1.0,1,1,0,1.0,0.0,1470,2019-07-22,2025-05-23,2025-06-03,2025-06-03,6,5,45,ma_no_days,5
156,xgboost,1,0.65,1.0,1,1,0,1.0,0.0,1470,2019-07-19,2025-05-22,2025-06-02,2025-06-02,6,5,45,ma_no_days,5
156,random_forest,1,0.65,1.0,1,1,0,1.0,0.0,1470,2019-07-19,2025-05-22,2025-06-02,2025-06-02,6,5,45,ma_no_days,5
157,xgboost,1,0.1,0.0,1,1,0,1.0,0.0,1470,2019-07-18,2025-05-21,2025-05-30,2025-05-30,6,5,45,ma_no_days,5
157,random_forest,1,0.6,1.0,1,1,0,1.0,0.0,1470,2019-07-18,2025-05-21,2025-05-30,2025-05-30,6,5,45,ma_no_days,5
158,xgboost,1,0.05,0.0,1,1,0,1.0,0.0,1470,2019-07-17,2025-05-20,2025-05-29,2025-05-29,6,5,45,ma_no_days,5
158,random_forest,1,0.5,1.0,1,1,0,1.0,0.0,1470,2019-07-17,2025-05-20,2025-05-29,2025-05-29,6,5,45,ma_no_days,5
159,xgboost,1,0.05,0.0,1,1,0,1.0,0.0,1470,2019-07-16,2025-05-19,2025-05-28,2025-05-28,6,5,45,ma_no_days,5
159,random_forest,1,0.6,1.0,1,1,0,1.0,0.0,1470,2019-07-16,2025-05-19,2025-05-28,2025-05-28,6,5,45,ma_no_days,5
160,xgboost,1,0.1,0.0,1,1,0,1.0,0.0,1470,2019-07-15,2025-05-16,2025-05-27,2025-05-27,6,5,45,ma_no_days,5
160,random_forest,1,0.45,0.0,1,1,0,1.0,0.0,1470,2019-07-15,2025-05-16,2025-05-27,2025-05-27,6,5,45,ma_no_days,5
161,xgboost,1,1.0,1.0,1,1,0,1.0,0.0,1470,2019-07-12,2025-05-15,2025-05-23,2025-05-23,6,5,45,ma_no_days,5
161,random_forest,1,0.65,1.0,1,1,0,1.0,0.0,1470,2019-07-12,2025-05-15,2025-05-23,2025-05-23,6,5,45,ma_no_days,5
162,xgboost,1,1.0,1.0,1,1,0,1.0,0.0,1470,2019-07-11,2025-05-14,2025-05-22,2025-05-22,6,5,45,ma_no_days,5
162,random_forest,1,0.8,1.0,1,1,0,1.0,0.0,1470,2019-07-11,2025-05-14,2025-05-22,2025-05-22,6,5,45,ma_no_days,5
163,xgboost,1,1.0,1.0,1,1,0,1.0,0.0,1470,2019-07-10,2025-05-13,2025-05-21,2025-05-21,6,5,45,ma_no_days,5
163,random_forest,1,0.8,1.0,1,1,0,1.0,0.0,1470,2019-07-10,2025-05-13,2025-05-21,2025-05-21,6,5,45,ma_no_days,5
164,xgboost,1,1.0,0.0,1,0,1,0.0,1.0,1470,2019-07-09,2025-05-12,2025-05-20,2025-05-20,6,5,45,ma_no_days,5
164,random_forest,1,0.7,0.0,1,0,1,0.0,1.0,1470,2019-07-09,2025-05-12,2025-05-20,2025-05-20,6,5,45,ma_no_days,5
165,xgboost,1,0.35,1.0,1,0,1,0.0,1.0,1470,2019-07-08,2025-05-09,2025-05-19,2025-05-19,6,5,45,ma_no_days,5
165,random_forest,1,0.5,0.0,1,0,1,0.0,1.0,1470,2019-07-08,2025-05-09,2025-05-19,2025-05-19,6,5,45,ma_no_days,5
166,xgboost,1,0.15,1.0,1,0,1,0.0,1.0,1470,2019-07-05,2025-05-08,2025-05-16,2025-05-16,6,5,45,ma_no_days,5
166,random_forest,1,0.5,1.0,1,0,1,0.0,1.0,1470,2019-07-05,2025-05-08,2025-05-16,2025-05-16,6,5,45,ma_no_days,5
167,xgboost,1,0.55,0.0,1,0,1,0.0,1.0,1470,2019-07-03,2025-05-07,2025-05-15,2025-05-15,6,5,45,ma_no_days,5
167,random_forest,1,0.55,0.0,1,0,1,0.0,1.0,1470,2019-07-03,2025-05-07,2025-05-15,2025-05-15,6,5,45,ma_no_days,5
168,xgboost,1,0.05,1.0,1,0,1,0.0,1.0,1470,2019-07-02,2025-05-06,2025-05-14,2025-05-14,6,5,45,ma_no_days,5
168,random_forest,1,0.4,1.0,1,0,1,0.0,1.0,1470,2019-07-02,2025-05-06,2025-05-14,2025-05-14,6,5,45,ma_no_days,5
169,xgboost,1,0.0,0.0,1,1,0,1.0,0.0,1470,2019-07-01,2025-05-05,2025-05-13,2025-05-13,6,5,45,ma_no_days,5
169,random_forest,1,0.4,0.0,1,1,0,1.0,0.0,1470,2019-07-01,2025-05-05,2025-05-13,2025-05-13,6,5,45,ma_no_days,5
170,xgboost,1,0.0,0.0,1,1,0,1.0,0.0,1470,2019-06-28,2025-05-02,2025-05-12,2025-05-12,6,5,45,ma_no_days,5
170,random_forest,1,0.4,0.0,1,1,0,1.0,0.0,1470,2019-06-28,2025-05-02,2025-05-12,2025-05-12,6,5,45,ma_no_days,5
171,xgboost,1,0.75,1.0,1,1,0,1.0,0.0,1470,2019-06-27,2025-05-01,2025-05-09,2025-05-09,6,5,45,ma_no_days,5
171,random_forest,1,0.65,1.0,1,1,0,1.0,0.0,1470,2019-06-27,2025-05-01,2025-05-09,2025-05-09,6,5,45,ma_no_days,5
172,xgboost,1,0.7,1.0,1,1,0,1.0,0.0,1470,2019-06-26,2025-04-30,2025-05-08,2025-05-08,6,5,45,ma_no_days,5
172,random_forest,1,0.6,1.0,1,1,0,1.0,0.0,1470,2019-06-26,2025-04-30,2025-05-08,2025-05-08,6,5,45,ma_no_days,5
173,xgboost,1,1.0,1.0,1,1,0,1.0,0.0,1470,2019-06-25,2025-04-29,2025-05-07,2025-05-07,6,5,45,ma_no_days,5
173,random_forest,1,0.75,1.0,1,1,0,1.0,0.0,1470,2019-06-25,2025-04-29,2025-05-07,2025-05-07,6,5,45,ma_no_days,5
174,xgboost,1,1.0,1.0,1,1,0,1.0,0.0,1470,2019-06-24,2025-04-28,2025-05-06,2025-05-06,6,5,45,ma_no_days,5
174,random_forest,1,0.75,1.0,1,1,0,1.0,0.0,1470,2019-06-24,2025-04-28,2025-05-06,2025-05-06,6,5,45,ma_no_days,5
175,xgboost,1,1.0,1.0,1,1,0,1.0,0.0,1470,2019-06-21,2025-04-25,2025-05-05,2025-05-05,6,5,45,ma_no_days,5
175,random_forest,1,0.65,1.0,1,1,0,1.0,0.0,1470,2019-06-21,2025-04-25,2025-05-05,2025-05-05,6,5,45,ma_no_days,5
176,xgboost,1,0.75,0.0,1,0,1,0.0,1.0,1470,2019-06-20,2025-04-24,2025-05-02,2025-05-02,6,5,45,ma_no_days,5
176,random_forest,1,0.65,0.0,1,0,1,0.0,1.0,1470,2019-06-20,2025-04-24,2025-05-02,2025-05-02,6,5,45,ma_no_days,5
177,xgboost,1,1.0,1.0,1,1,0,1.0,0.0,1470,2019-06-19,2025-04-23,2025-05-01,2025-05-01,6,5,45,ma_no_days,5
177,random_forest,1,0.7,1.0,1,1,0,1.0,0.0,1470,2019-06-19,2025-04-23,2025-05-01,2025-05-01,6,5,45,ma_no_days,5
178,xgboost,1,1.0,1.0,1,1,0,1.0,0.0,1470,2019-06-18,2025-04-22,2025-04-30,2025-04-30,6,5,45,ma_no_days,5
178,random_forest,1,0.7,1.0,1,1,0,1.0,0.0,1470,2019-06-18,2025-04-22,2025-04-30,2025-04-30,6,5,45,ma_no_days,5
179,xgboost,1,1.0,1.0,1,1,0,1.0,0.0,1470,2019-06-17,2025-04-21,2025-04-29,2025-04-29,6,5,45,ma_no_days,5
179,random_forest,1,0.7,1.0,1,1,0,1.0,0.0,1470,2019-06-17,2025-04-21,2025-04-29,2025-04-29,6,5,45,ma_no_days,5
180,xgboost,1,0.95,1.0,1,1,0,1.0,0.0,1470,2019-06-14,2025-04-17,2025-04-28,2025-04-28,6,5,45,ma_no_days,5
180,random_forest,1,0.65,1.0,1,1,0,1.0,0.0,1470,2019-06-14,2025-04-17,2025-04-28,2025-04-28,6,5,45,ma_no_days,5
181,xgboost,1,0.4,0.0,1,1,0,1.0,0.0,1470,2019-06-13,2025-04-16,2025-04-25,2025-04-25,6,5,45,ma_no_days,5
181,random_forest,1,0.65,1.0,1,1,0,1.0,0.0,1470,2019-06-13,2025-04-16,2025-04-25,2025-04-25,6,5,45,ma_no_days,5
182,xgboost,1,0.35,0.0,1,1,0,1.0,0.0,1470,2019-06-12,2025-04-15,2025-04-24,2025-04-24,6,5,45,ma_no_days,5
182,random_forest,1,0.5,1.0,1,1,0,1.0,0.0,1470,2019-06-12,2025-04-15,2025-04-24,2025-04-24,6,5,45,ma_no_days,5
183,xgboost,1,0.25,0.0,1,1,0,1.0,0.0,1470,2019-06-11,2025-04-14,2025-04-23,2025-04-23,6,5,45,ma_no_days,5
183,random_forest,1,0.45,0.0,1,1,0,1.0,0.0,1470,2019-06-11,2025-04-14,2025-04-23,2025-04-23,6,5,45,ma_no_days,5
184,xgboost,1,0.9,1.0,1,1,0,1.0,0.0,1470,2019-06-10,2025-04-11,2025-04-22,2025-04-22,6,5,45,ma_no_days,5
184,random_forest,1,0.5,1.0,1,1,0,1.0,0.0,1470,2019-06-10,2025-04-11,2025-04-22,2025-04-22,6,5,45,ma_no_days,5
185,xgboost,1,1.0,1.0,1,1,0,1.0,0.0,1470,2019-06-07,2025-04-10,2025-04-21,2025-04-21,6,5,45,ma_no_days,5
185,random_forest,1,0.7,1.0,1,1,0,1.0,0.0,1470,2019-06-07,2025-04-10,2025-04-21,2025-04-21,6,5,45,ma_no_days,5
186,xgboost,1,0.95,1.0,1,1,0,1.0,0.0,1470,2019-06-06,2025-04-09,2025-04-17,2025-04-17,6,5,45,ma_no_days,5
186,random_forest,1,0.7,1.0,1,1,0,1.0,0.0,1470,2019-06-06,2025-04-09,2025-04-17,2025-04-17,6,5,45,ma_no_days,5
187,xgboost,1,0.8,1.0,1,1,0,1.0,0.0,1470,2019-06-05,2025-04-08,2025-04-16,2025-04-16,6,5,45,ma_no_days,5
187,random_forest,1,0.65,1.0,1,1,0,1.0,0.0,1470,2019-06-05,2025-04-08,2025-04-16,2025-04-16,6,5,45,ma_no_days,5
188,xgboost,1,0.8,0.0,1,0,1,0.0,1.0,1470,2019-06-04,2025-04-07,2025-04-15,2025-04-15,6,5,45,ma_no_days,5
188,random_forest,1,0.6,0.0,1,0,1,0.0,1.0,1470,2019-06-04,2025-04-07,2025-04-15,2025-04-15,6,5,45,ma_no_days,5
189,xgboost,1,0.05,1.0,1,0,1,0.0,1.0,1470,2019-06-03,2025-04-04,2025-04-14,2025-04-14,6,5,45,ma_no_days,5
189,random_forest,1,0.5,1.0,1,0,1,0.0,1.0,1470,2019-06-03,2025-04-04,2025-04-14,2025-04-14,6,5,45,ma_no_days,5
190,xgboost,1,0.3,1.0,1,0,1,0.0,1.0,1470,2019-05-31,2025-04-03,2025-04-11,2025-04-11,6,5,45,ma_no_days,5
190,random_forest,1,0.55,0.0,1,0,1,0.0,1.0,1470,2019-05-31,2025-04-03,2025-04-11,2025-04-11,6,5,45,ma_no_days,5
191,xgboost,1,0.7,0.0,1,0,1,0.0,1.0,1470,2019-05-30,2025-04-02,2025-04-10,2025-04-10,6,5,45,ma_no_days,5
191,random_forest,1,0.65,0.0,1,0,1,0.0,1.0,1470,2019-05-30,2025-04-02,2025-04-10,2025-04-10,6,5,45,ma_no_days,5
192,xgboost,1,0.25,1.0,1,0,1,0.0,1.0,1470,2019-05-29,2025-04-01,2025-04-09,2025-04-09,6,5,45,ma_no_days,5
192,random_forest,1,0.5,0.0,1,0,1,0.0,1.0,1470,2019-05-29,2025-04-01,2025-04-09,2025-04-09,6,5,45,ma_no_days,5
193,xgboost,1,1.0,1.0,1,1,0,1.0,0.0,1470,2019-05-28,2025-03-31,2025-04-08,2025-04-08,6,5,45,ma_no_days,5
193,random_forest,1,0.8,1.0,1,1,0,1.0,0.0,1470,2019-05-28,2025-03-31,2025-04-08,2025-04-08,6,5,45,ma_no_days,5
194,xgboost,1,1.0,1.0,1,1,0,1.0,0.0,1470,2019-05-24,2025-03-28,2025-04-07,2025-04-07,6,5,45,ma_no_days,5
194,random_forest,1,0.85,1.0,1,1,0,1.0,0.0,1470,2019-05-24,2025-03-28,2025-04-07,2025-04-07,6,5,45,ma_no_days,5
195,xgboost,1,1.0,1.0,1,1,0,1.0,0.0,1470,2019-05-23,2025-03-27,2025-04-04,2025-04-04,6,5,45,ma_no_days,5
195,random_forest,1,0.85,1.0,1,1,0,1.0,0.0,1470,2019-05-23,2025-03-27,2025-04-04,2025-04-04,6,5,45,ma_no_days,5
196,xgboost,1,1.0,0.0,1,0,1,0.0,1.0,1470,2019-05-22,2025-03-26,2025-04-03,2025-04-03,6,5,45,ma_no_days,5
196,random_forest,1,0.75,0.0,1,0,1,0.0,1.0,1470,2019-05-22,2025-03-26,2025-04-03,2025-04-03,6,5,45,ma_no_days,5
197,xgboost,1,0.7,0.0,1,0,1,0.0,1.0,1470,2019-05-21,2025-03-25,2025-04-02,2025-04-02,6,5,45,ma_no_days,5
197,random_forest,1,0.5,1.0,1,0,1,0.0,1.0,1470,2019-05-21,2025-03-25,2025-04-02,2025-04-02,6,5,45,ma_no_days,5
198,xgboost,1,0.9,0.0,1,0,1,0.0,1.0,1470,2019-05-20,2025-03-24,2025-04-01,2025-04-01,6,5,45,ma_no_days,5
198,random_forest,1,0.55,0.0,1,0,1,0.0,1.0,1470,2019-05-20,2025-03-24,2025-04-01,2025-04-01,6,5,45,ma_no_days,5
199,xgboost,1,0.95,0.0,1,0,1,0.0,1.0,1470,2019-05-17,2025-03-21,2025-03-31,2025-03-31,6,5,45,ma_no_days,5
199,random_forest,1,0.6,0.0,1,0,1,0.0,1.0,1470,2019-05-17,2025-03-21,2025-03-31,2025-03-31,6,5,45,ma_no_days,5
200,xgboost,1,1.0,0.0,1,0,1,0.0,1.0,1470,2019-05-16,2025-03-20,2025-03-28,2025-03-28,6,5,45,ma_no_days,5
200,random_forest,1,0.7,0.0,1,0,1,0.0,1.0,1470,2019-05-16,2025-03-20,2025-03-28,2025-03-28,6,5,45,ma_no_days,5
201,xgboost,1,0.95,0.0,1,0,1,0.0,1.0,1470,2019-05-15,2025-03-19,2025-03-27,2025-03-27,6,5,45,ma_no_days,5
201,random_forest,1,0.55,0.0,1,0,1,0.0,1.0,1470,2019-05-15,2025-03-19,2025-03-27,2025-03-27,6,5,45,ma_no_days,5
202,xgboost,1,1.0,0.0,1,0,1,0.0,1.0,1470,2019-05-14,2025-03-18,2025-03-26,2025-03-26,6,5,45,ma_no_days,5
202,random_forest,1,0.5,0.0,1,0,1,0.0,1.0,1470,2019-05-14,2025-03-18,2025-03-26,2025-03-26,6,5,45,ma_no_days,5
203,xgboost,1,0.85,0.0,1,0,1,0.0,1.0,1470,2019-05-13,2025-03-17,2025-03-25,2025-03-25,6,5,45,ma_no_days,5
203,random_forest,1,0.5,0.0,1,0,1,0.0,1.0,1470,2019-05-13,2025-03-17,2025-03-25,2025-03-25,6,5,45,ma_no_days,5
204,xgboost,1,1.0,0.0,1,0,1,0.0,1.0,1470,2019-05-10,2025-03-14,2025-03-24,2025-03-24,6,5,45,ma_no_days,5
204,random_forest,1,0.5,0.0,1,0,1,0.0,1.0,1470,2019-05-10,2025-03-14,2025-03-24,2025-03-24,6,5,45,ma_no_days,5
205,xgboost,1,1.0,0.0,1,0,1,0.0,1.0,1470,2019-05-09,2025-03-13,2025-03-21,2025-03-21,6,5,45,ma_no_days,5
205,random_forest,1,0.55,0.0,1,0,1,0.0,1.0,1470,2019-05-09,2025-03-13,2025-03-21,2025-03-21,6,5,45,ma_no_days,5
206,xgboost,1,0.95,1.0,1,1,0,1.0,0.0,1470,2019-05-08,2025-03-12,2025-03-20,2025-03-20,6,5,45,ma_no_days,5
206,random_forest,1,0.55,1.0,1,1,0,1.0,0.0,1470,2019-05-08,2025-03-12,2025-03-20,2025-03-20,6,5,45,ma_no_days,5
207,xgboost,1,0.8,1.0,1,1,0,1.0,0.0,1470,2019-05-07,2025-03-11,2025-03-19,2025-03-19,6,5,45,ma_no_days,5
207,random_forest,1,0.55,1.0,1,1,0,1.0,0.0,1470,2019-05-07,2025-03-11,2025-03-19,2025-03-19,6,5,45,ma_no_days,5
208,xgboost,1,0.9,1.0,1,1,0,1.0,0.0,1470,2019-05-06,2025-03-10,2025-03-18,2025-03-18,6,5,45,ma_no_days,5
208,random_forest,1,0.7,1.0,1,1,0,1.0,0.0,1470,2019-05-06,2025-03-10,2025-03-18,2025-03-18,6,5,45,ma_no_days,5
209,xgboost,1,0.4,0.0,1,1,0,1.0,0.0,1470,2019-05-03,2025-03-07,2025-03-17,2025-03-17,6,5,45,ma_no_days,5
209,random_forest,1,0.5,0.0,1,1,0,1.0,0.0,1470,2019-05-03,2025-03-07,2025-03-17,2025-03-17,6,5,45,ma_no_days,5
210,xgboost,1,0.3,0.0,1,1,0,1.0,0.0,1470,2019-05-02,2025-03-06,2025-03-14,2025-03-14,6,5,45,ma_no_days,5
210,random_forest,1,0.55,1.0,1,1,0,1.0,0.0,1470,2019-05-02,2025-03-06,2025-03-14,2025-03-14,6,5,45,ma_no_days,5
211,xgboost,1,0.95,1.0,1,1,0,1.0,0.0,1470,2019-05-01,2025-03-05,2025-03-13,2025-03-13,6,5,45,ma_no_days,5
211,random_forest,1,0.75,1.0,1,1,0,1.0,0.0,1470,2019-05-01,2025-03-05,2025-03-13,2025-03-13,6,5,45,ma_no_days,5
212,xgboost,1,0.35,0.0,1,1,0,1.0,0.0,1470,2019-04-30,2025-03-04,2025-03-12,2025-03-12,6,5,45,ma_no_days,5
212,random_forest,1,0.6,1.0,1,1,0,1.0,0.0,1470,2019-04-30,2025-03-04,2025-03-12,2025-03-12,6,5,45,ma_no_days,5
213,xgboost,1,0.8,1.0,1,1,0,1.0,0.0,1470,2019-04-29,2025-03-03,2025-03-11,2025-03-11,6,5,45,ma_no_days,5
213,random_forest,1,0.65,1.0,1,1,0,1.0,0.0,1470,2019-04-29,2025-03-03,2025-03-11,2025-03-11,6,5,45,ma_no_days,5
214,xgboost,1,0.6,1.0,1,1,0,1.0,0.0,1470,2019-04-26,2025-02-28,2025-03-10,2025-03-10,6,5,45,ma_no_days,5
214,random_forest,1,0.6,1.0,1,1,0,1.0,0.0,1470,2019-04-26,2025-02-28,2025-03-10,2025-03-10,6,5,45,ma_no_days,5
215,xgboost,1,0.1,1.0,1,0,1,0.0,1.0,1470,2019-04-25,2025-02-27,2025-03-07,2025-03-07,6,5,45,ma_no_days,5
215,random_forest,1,0.55,0.0,1,0,1,0.0,1.0,1470,2019-04-25,2025-02-27,2025-03-07,2025-03-07,6,5,45,ma_no_days,5
216,xgboost,1,0.3,1.0,1,0,1,0.0,1.0,1470,2019-04-24,2025-02-26,2025-03-06,2025-03-06,6,5,45,ma_no_days,5
216,random_forest,1,0.55,0.0,1,0,1,0.0,1.0,1470,2019-04-24,2025-02-26,2025-03-06,2025-03-06,6,5,45,ma_no_days,5
217,xgboost,1,0.45,1.0,1,0,1,0.0,1.0,1470,2019-04-23,2025-02-25,2025-03-05,2025-03-05,6,5,45,ma_no_days,5
217,random_forest,1,0.6,0.0,1,0,1,0.0,1.0,1470,2019-04-23,2025-02-25,2025-03-05,2025-03-05,6,5,45,ma_no_days,5
218,xgboost,1,0.45,1.0,1,0,1,0.0,1.0,1470,2019-04-22,2025-02-24,2025-03-04,2025-03-04,6,5,45,ma_no_days,5
218,random_forest,1,0.55,0.0,1,0,1,0.0,1.0,1470,2019-04-22,2025-02-24,2025-03-04,2025-03-04,6,5,45,ma_no_days,5
219,xgboost,1,0.85,0.0,1,0,1,0.0,1.0,1470,2019-04-18,2025-02-21,2025-03-03,2025-03-03,6,5,45,ma_no_days,5
219,random_forest,1,0.65,0.0,1,0,1,0.0,1.0,1470,2019-04-18,2025-02-21,2025-03-03,2025-03-03,6,5,45,ma_no_days,5
220,xgboost,1,0.7,0.0,1,0,1,0.0,1.0,1470,2019-04-17,2025-02-20,2025-02-28,2025-02-28,6,5,45,ma_no_days,5
220,random_forest,1,0.65,0.0,1,0,1,0.0,1.0,1470,2019-04-17,2025-02-20,2025-02-28,2025-02-28,6,5,45,ma_no_days,5
221,xgboost,1,0.95,0.0,1,0,1,0.0,1.0,1470,2019-04-16,2025-02-19,2025-02-27,2025-02-27,6,5,45,ma_no_days,5
221,random_forest,1,0.7,0.0,1,0,1,0.0,1.0,1470,2019-04-16,2025-02-19,2025-02-27,2025-02-27,6,5,45,ma_no_days,5
222,xgboost,1,0.55,0.0,1,0,1,0.0,1.0,1470,2019-04-15,2025-02-18,2025-02-26,2025-02-26,6,5,45,ma_no_days,5
222,random_forest,1,0.55,0.0,1,0,1,0.0,1.0,1470,2019-04-15,2025-02-18,2025-02-26,2025-02-26,6,5,45,ma_no_days,5
223,xgboost,1,0.9,0.0,1,0,1,0.0,1.0,1470,2019-04-12,2025-02-14,2025-02-25,2025-02-25,6,5,45,ma_no_days,5
223,random_forest,1,0.65,0.0,1,0,1,0.0,1.0,1470,2019-04-12,2025-02-14,2025-02-25,2025-02-25,6,5,45,ma_no_days,5
224,xgboost,1,1.0,0.0,1,0,1,0.0,1.0,1470,2019-04-11,2025-02-13,2025-02-24,2025-02-24,6,5,45,ma_no_days,5
224,random_forest,1,0.65,0.0,1,0,1,0.0,1.0,1470,2019-04-11,2025-02-13,2025-02-24,2025-02-24,6,5,45,ma_no_days,5
225,xgboost,1,1.0,0.0,1,0,1,0.0,1.0,1470,2019-04-10,2025-02-12,2025-02-21,2025-02-21,6,5,45,ma_no_days,5
225,random_forest,1,0.75,0.0,1,0,1,0.0,1.0,1470,2019-04-10,2025-02-12,2025-02-21,2025-02-21,6,5,45,ma_no_days,5
226,xgboost,1,1.0,0.0,1,0,1,0.0,1.0,1470,2019-04-09,2025-02-11,2025-02-20,2025-02-20,6,5,45,ma_no_days,5
226,random_forest,1,0.8,0.0,1,0,1,0.0,1.0,1470,2019-04-09,2025-02-11,2025-02-20,2025-02-20,6,5,45,ma_no_days,5
227,xgboost,1,1.0,0.0,1,0,1,0.0,1.0,1470,2019-04-08,2025-02-10,2025-02-19,2025-02-19,6,5,45,ma_no_days,5
227,random_forest,1,0.85,0.0,1,0,1,0.0,1.0,1470,2019-04-08,2025-02-10,2025-02-19,2025-02-19,6,5,45,ma_no_days,5
228,xgboost,1,1.0,0.0,1,0,1,0.0,1.0,1470,2019-04-05,2025-02-07,2025-02-18,2025-02-18,6,5,45,ma_no_days,5
228,random_forest,1,0.85,0.0,1,0,1,0.0,1.0,1470,2019-04-05,2025-02-07,2025-02-18,2025-02-18,6,5,45,ma_no_days,5
1,xgboost,1,0.15,1.0,1,0,1,0.0,1.0,980,2022-01-25,2025-12-18,2026-01-06,2026-01-06,4,10,45,ma_no_days,10
