run,model,test_days,pred,acc,test_n,test_pos_n,test_neg_n,test_pos_frac,test_neg_frac,train_n,train_start,train_end,test_start,test_end,train_years,horizon_days,n_features,feature_set,horizon
73,random_forest,1,0.45,0.0,1,1,0,1.0,0.0,1470,2019-11-22,2025-09-30,2025-10-03,2025-10-03,6,2,28,ma_no_rel,2
74,xgboost,1,0.45,0.0,1,1,0,1.0,0.0,1470,2019-11-21,2025-09-29,2025-10-02,2025-10-02,6,2,28,ma_no_rel,2
74,random_forest,1,0.4,0.0,1,1,0,1.0,0.0,1470,2019-11-21,2025-09-29,2025-10-02,2025-10-02,6,2,28,ma_no_rel,2
75,xgboost,1,0.35,1.0,1,0,1,0.0,1.0,1470,2019-11-20,2025-09-26,2025-10-01,2025-10-01,6,2,28,ma_no_rel,2
75,random_forest,1,0.4,1.0,1,0,1,0.0,1.0,1470,2019-11-20,2025-09-26,2025-10-01,2025-10-01,6,2,28,ma_no_rel,2
76,xgboost,1,0.1,0.0,1,1,0,1.0,0.0,1470,2019-11-19,2025-09-25,2025-09-30,2025-09-30,6,2,28,ma_no_rel,2
76,random_forest,1,0.45,0.0,1,1,0,1.0,0.0,1470,2019-11-19,2025-09-25,2025-09-30,2025-09-30,6,2,28,ma_no_rel,2
77,xgboost,1,0.05,0.0,1,1,0,1.0,0.0,1470,2019-11-18,2025-09-24,2025-09-29,2025-09-29,6,2,28,ma_no_rel,2
77,random_forest,1,0.3,0.0,1,1,0,1.0,0.0,1470,2019-11-18,2025-09-24,2025-09-29,2025-09-29,6,2,28,ma_no_rel,2
78,xgboost,1,0.2,0.0,1,1,0,1.0,0.0,1470,2019-11-15,2025-09-23,2025-09-26,2025-09-26,6,2,28,ma_no_rel,2
78,random_forest,1,0.35,0.0,1,1,0,1.0,0.0,1470,2019-11-15,2025-09-23,2025-09-26,2025-09-26,6,2,28,ma_no_rel,2
79,xgboost,1,0.75,1.0,1,1,0,1.0,0.0,1470,2019-11-14,2025-09-22,2025-09-25,2025-09-25,6,2,28,ma_no_rel,2
79,random_forest,1,0.5,0.0,1,1,0,1.0,0.0,1470,2019-11-14,2025-09-22,2025-09-25,2025-09-25,6,2,28,ma_no_rel,2
80,xgboost,1,0.9,0.0,1,0,1,0.0,1.0,1470,2019-11-13,2025-09-19,2025-09-24,2025-09-24,6,2,28,ma_no_rel,2
80,random_forest,1,0.5,1.0,1,0,1,0.0,1.0,1470,2019-11-13,2025-09-19,2025-09-24,2025-09-24,6,2,28,ma_no_rel,2
81,xgboost,1,1.0,0.0,1,0,1,0.0,1.0,1470,2019-11-12,2025-09-18,2025-09-23,2025-09-23,6,2,28,ma_no_rel,2
81,random_forest,1,0.6,0.0,1,0,1,0.0,1.0,1470,2019-11-12,2025-09-18,2025-09-23,2025-09-23,6,2,28,ma_no_rel,2
82,xgboost,1,0.9,0.0,1,0,1,0.0,1.0,1470,2019-11-11,2025-09-17,2025-09-22,2025-09-22,6,2,28,ma_no_rel,2
82,random_forest,1,0.6,0.0,1,0,1,0.0,1.0,1470,2019-11-11,2025-09-17,2025-09-22,2025-09-22,6,2,28,ma_no_rel,2
83,xgboost,1,0.85,0.0,1,0,1,0.0,1.0,1470,2019-11-08,2025-09-16,2025-09-19,2025-09-19,6,2,28,ma_no_rel,2
83,random_forest,1,0.7,0.0,1,0,1,0.0,1.0,1470,2019-11-08,2025-09-16,2025-09-19,2025-09-19,6,2,28,ma_no_rel,2
84,xgboost,1,0.1,0.0,1,1,0,1.0,0.0,1470,2019-11-07,2025-09-15,2025-09-18,2025-09-18,6,2,28,ma_no_rel,2
84,random_forest,1,0.4,0.0,1,1,0,1.0,0.0,1470,2019-11-07,2025-09-15,2025-09-18,2025-09-18,6,2,28,ma_no_rel,2
85,xgboost,1,0.5,1.0,1,1,0,1.0,0.0,1470,2019-11-06,2025-09-12,2025-09-17,2025-09-17,6,2,28,ma_no_rel,2
85,random_forest,1,0.75,1.0,1,1,0,1.0,0.0,1470,2019-11-06,2025-09-12,2025-09-17,2025-09-17,6,2,28,ma_no_rel,2
86,xgboost,1,0.85,1.0,1,1,0,1.0,0.0,1470,2019-11-05,2025-09-11,2025-09-16,2025-09-16,6,2,28,ma_no_rel,2
86,random_forest,1,0.65,1.0,1,1,0,1.0,0.0,1470,2019-11-05,2025-09-11,2025-09-16,2025-09-16,6,2,28,ma_no_rel,2
87,xgboost,1,0.85,0.0,1,0,1,0.0,1.0,1470,2019-11-04,2025-09-10,2025-09-15,2025-09-15,6,2,28,ma_no_rel,2
87,random_forest,1,0.65,0.0,1,0,1,0.0,1.0,1470,2019-11-04,2025-09-10,2025-09-15,2025-09-15,6,2,28,ma_no_rel,2
88,xgboost,1,0.9,1.0,1,1,0,1.0,0.0,1470,2019-11-01,2025-09-09,2025-09-12,2025-09-12,6,2,28,ma_no_rel,2
88,random_forest,1,0.55,1.0,1,1,0,1.0,0.0,1470,2019-11-01,2025-09-09,2025-09-12,2025-09-12,6,2,28,ma_no_rel,2
89,xgboost,1,0.85,1.0,1,1,0,1.0,0.0,1470,2019-10-31,2025-09-08,2025-09-11,2025-09-11,6,2,28,ma_no_rel,2
89,random_forest,1,0.65,1.0,1,1,0,1.0,0.0,1470,2019-10-31,2025-09-08,2025-09-11,2025-09-11,6,2,28,ma_no_rel,2
90,xgboost,1,1.0,1.0,1,1,0,1.0,0.0,1470,2019-10-30,2025-09-05,2025-09-10,2025-09-10,6,2,28,ma_no_rel,2
90,random_forest,1,0.7,1.0,1,1,0,1.0,0.0,1470,2019-10-30,2025-09-05,2025-09-10,2025-09-10,6,2,28,ma_no_rel,2
91,xgboost,1,0.75,1.0,1,1,0,1.0,0.0,1470,2019-10-29,2025-09-04,2025-09-09,2025-09-09,6,2,28,ma_no_rel,2
91,random_forest,1,0.7,1.0,1,1,0,1.0,0.0,1470,2019-10-29,2025-09-04,2025-09-09,2025-09-09,6,2,28,ma_no_rel,2
92,xgboost,1,0.9,1.0,1,1,0,1.0,0.0,1470,2019-10-28,2025-09-03,2025-09-08,2025-09-08,6,2,28,ma_no_rel,2
92,random_forest,1,0.7,1.0,1,1,0,1.0,0.0,1470,2019-10-28,2025-09-03,2025-09-08,2025-09-08,6,2,28,ma_no_rel,2
93,xgboost,1,0.85,1.0,1,1,0,1.0,0.0,1470,2019-10-25,2025-09-02,2025-09-05,2025-09-05,6,2,28,ma_no_rel,2
93,random_forest,1,0.55,1.0,1,1,0,1.0,0.0,1470,2019-10-25,2025-09-02,2025-09-05,2025-09-05,6,2,28,ma_no_rel,2
94,xgboost,1,0.85,1.0,1,1,0,1.0,0.0,1470,2019-10-24,2025-08-29,2025-09-04,2025-09-04,6,2,28,ma_no_rel,2
94,random_forest,1,0.45,0.0,1,1,0,1.0,0.0,1470,2019-10-24,2025-08-29,2025-09-04,2025-09-04,6,2,28,ma_no_rel,2
95,xgboost,1,0.95,1.0,1,1,0,1.0,0.0,1470,2019-10-23,2025-08-28,2025-09-03,2025-09-03,6,2,28,ma_no_rel,2
95,random_forest,1,0.5,1.0,1,1,0,1.0,0.0,1470,2019-10-23,2025-08-28,2025-09-03,2025-09-03,6,2,28,ma_no_rel,2
96,xgboost,1,0.85,1.0,1,1,0,1.0,0.0,1470,2019-10-22,2025-08-27,2025-09-02,2025-09-02,6,2,28,ma_no_rel,2
96,random_forest,1,0.55,1.0,1,1,0,1.0,0.0,1470,2019-10-22,2025-08-27,2025-09-02,2025-09-02,6,2,28,ma_no_rel,2
97,xgboost,1,1.0,0.0,1,0,1,0.0,1.0,1470,2019-10-21,2025-08-26,2025-08-29,2025-08-29,6,2,28,ma_no_rel,2
97,random_forest,1,0.65,0.0,1,0,1,0.0,1.0,1470,2019-10-21,2025-08-26,2025-08-29,2025-08-29,6,2,28,ma_no_rel,2
98,xgboost,1,1.0,0.0,1,0,1,0.0,1.0,1470,2019-10-18,2025-08-25,2025-08-28,2025-08-28,6,2,28,ma_no_rel,2
98,random_forest,1,0.7,0.0,1,0,1,0.0,1.0,1470,2019-10-18,2025-08-25,2025-08-28,2025-08-28,6,2,28,ma_no_rel,2
99,xgboost,1,1.0,0.0,1,0,1,0.0,1.0,1470,2019-10-17,2025-08-22,2025-08-27,2025-08-27,6,2,28,ma_no_rel,2
99,random_forest,1,0.65,0.0,1,0,1,0.0,1.0,1470,2019-10-17,2025-08-22,2025-08-27,2025-08-27,6,2,28,ma_no_rel,2
100,xgboost,1,1.0,1.0,1,1,0,1.0,0.0,1470,2019-10-16,2025-08-21,2025-08-26,2025-08-26,6,2,28,ma_no_rel,2
100,random_forest,1,0.55,1.0,1,1,0,1.0,0.0,1470,2019-10-16,2025-08-21,2025-08-26,2025-08-26,6,2,28,ma_no_rel,2
101,xgboost,1,1.0,1.0,1,1,0,1.0,0.0,1470,2019-10-15,2025-08-20,2025-08-25,2025-08-25,6,2,28,ma_no_rel,2
101,random_forest,1,0.55,1.0,1,1,0,1.0,0.0,1470,2019-10-15,2025-08-20,2025-08-25,2025-08-25,6,2,28,ma_no_rel,2
102,xgboost,1,0.95,1.0,1,1,0,1.0,0.0,1470,2019-10-14,2025-08-19,2025-08-22,2025-08-22,6,2,28,ma_no_rel,2
102,random_forest,1,0.45,0.0,1,1,0,1.0,0.0,1470,2019-10-14,2025-08-19,2025-08-22,2025-08-22,6,2,28,ma_no_rel,2
103,xgboost,1,0.95,1.0,1,1,0,1.0,0.0,1470,2019-10-11,2025-08-18,2025-08-21,2025-08-21,6,2,28,ma_no_rel,2
103,random_forest,1,0.6,1.0,1,1,0,1.0,0.0,1470,2019-10-11,2025-08-18,2025-08-21,2025-08-21,6,2,28,ma_no_rel,2
104,xgboost,1,1.0,1.0,1,1,0,1.0,0.0,1470,2019-10-10,2025-08-15,2025-08-20,2025-08-20,6,2,28,ma_no_rel,2
104,random_forest,1,0.75,1.0,1,1,0,1.0,0.0,1470,2019-10-10,2025-08-15,2025-08-20,2025-08-20,6,2,28,ma_no_rel,2
105,xgboost,1,1.0,0.0,1,0,1,0.0,1.0,1470,2019-10-09,2025-08-14,2025-08-19,2025-08-19,6,2,28,ma_no_rel,2
105,random_forest,1,0.7,0.0,1,0,1,0.0,1.0,1470,2019-10-09,2025-08-14,2025-08-19,2025-08-19,6,2,28,ma_no_rel,2
106,xgboost,1,0.35,1.0,1,0,1,0.0,1.0,1470,2019-10-08,2025-08-13,2025-08-18,2025-08-18,6,2,28,ma_no_rel,2
106,random_forest,1,0.6,0.0,1,0,1,0.0,1.0,1470,2019-10-08,2025-08-13,2025-08-18,2025-08-18,6,2,28,ma_no_rel,2
107,xgboost,1,0.35,1.0,1,0,1,0.0,1.0,1470,2019-10-07,2025-08-12,2025-08-15,2025-08-15,6,2,28,ma_no_rel,2
107,random_forest,1,0.7,0.0,1,0,1,0.0,1.0,1470,2019-10-07,2025-08-12,2025-08-15,2025-08-15,6,2,28,ma_no_rel,2
108,xgboost,1,0.8,0.0,1,0,1,0.0,1.0,1470,2019-10-04,2025-08-11,2025-08-14,2025-08-14,6,2,28,ma_no_rel,2
108,random_forest,1,0.65,0.0,1,0,1,0.0,1.0,1470,2019-10-04,2025-08-11,2025-08-14,2025-08-14,6,2,28,ma_no_rel,2
109,xgboost,1,0.85,0.0,1,0,1,0.0,1.0,1470,2019-10-03,2025-08-08,2025-08-13,2025-08-13,6,2,28,ma_no_rel,2
109,random_forest,1,0.7,0.0,1,0,1,0.0,1.0,1470,2019-10-03,2025-08-08,2025-08-13,2025-08-13,6,2,28,ma_no_rel,2
110,xgboost,1,0.3,1.0,1,0,1,0.0,1.0,1470,2019-10-02,2025-08-07,2025-08-12,2025-08-12,6,2,28,ma_no_rel,2
110,random_forest,1,0.55,0.0,1,0,1,0.0,1.0,1470,2019-10-02,2025-08-07,2025-08-12,2025-08-12,6,2,28,ma_no_rel,2
111,xgboost,1,0.55,1.0,1,1,0,1.0,0.0,1470,2019-10-01,2025-08-06,2025-08-11,2025-08-11,6,2,28,ma_no_rel,2
111,random_forest,1,0.5,1.0,1,1,0,1.0,0.0,1470,2019-10-01,2025-08-06,2025-08-11,2025-08-11,6,2,28,ma_no_rel,2
112,xgboost,1,0.35,0.0,1,1,0,1.0,0.0,1470,2019-09-30,2025-08-05,2025-08-08,2025-08-08,6,2,28,ma_no_rel,2
112,random_forest,1,0.55,1.0,1,1,0,1.0,0.0,1470,2019-09-30,2025-08-05,2025-08-08,2025-08-08,6,2,28,ma_no_rel,2
113,xgboost,1,0.9,1.0,1,1,0,1.0,0.0,1470,2019-09-27,2025-08-04,2025-08-07,2025-08-07,6,2,28,ma_no_rel,2
113,random_forest,1,0.7,1.0,1,1,0,1.0,0.0,1470,2019-09-27,2025-08-04,2025-08-07,2025-08-07,6,2,28,ma_no_rel,2
114,xgboost,1,0.75,1.0,1,1,0,1.0,0.0,1470,2019-09-26,2025-08-01,2025-08-06,2025-08-06,6,2,28,ma_no_rel,2
114,random_forest,1,0.65,1.0,1,1,0,1.0,0.0,1470,2019-09-26,2025-08-01,2025-08-06,2025-08-06,6,2,28,ma_no_rel,2
115,xgboost,1,0.95,1.0,1,1,0,1.0,0.0,1470,2019-09-25,2025-07-31,2025-08-05,2025-08-05,6,2,28,ma_no_rel,2
115,random_forest,1,0.6,1.0,1,1,0,1.0,0.0,1470,2019-09-25,2025-07-31,2025-08-05,2025-08-05,6,2,28,ma_no_rel,2
116,xgboost,1,0.95,1.0,1,1,0,1.0,0.0,1470,2019-09-24,2025-07-30,2025-08-04,2025-08-04,6,2,28,ma_no_rel,2
116,random_forest,1,0.6,1.0,1,1,0,1.0,0.0,1470,2019-09-24,2025-07-30,2025-08-04,2025-08-04,6,2,28,ma_no_rel,2
117,xgboost,1,1.0,1.0,1,1,0,1.0,0.0,1470,2019-09-23,2025-07-29,2025-08-01,2025-08-01,6,2,28,ma_no_rel,2
117,random_forest,1,0.7,1.0,1,1,0,1.0,0.0,1470,2019-09-23,2025-07-29,2025-08-01,2025-08-01,6,2,28,ma_no_rel,2
118,xgboost,1,0.9,0.0,1,0,1,0.0,1.0,1470,2019-09-20,2025-07-28,2025-07-31,2025-07-31,6,2,28,ma_no_rel,2
118,random_forest,1,0.6,0.0,1,0,1,0.0,1.0,1470,2019-09-20,2025-07-28,2025-07-31,2025-07-31,6,2,28,ma_no_rel,2
119,xgboost,1,1.0,0.0,1,0,1,0.0,1.0,1470,2019-09-19,2025-07-25,2025-07-30,2025-07-30,6,2,28,ma_no_rel,2
119,random_forest,1,0.8,0.0,1,0,1,0.0,1.0,1470,2019-09-19,2025-07-25,2025-07-30,2025-07-30,6,2,28,ma_no_rel,2
120,xgboost,1,0.95,0.0,1,0,1,0.0,1.0,1470,2019-09-18,2025-07-24,2025-07-29,2025-07-29,6,2,28,ma_no_rel,2
120,random_forest,1,0.7,0.0,1,0,1,0.0,1.0,1470,2019-09-18,2025-07-24,2025-07-29,2025-07-29,6,2,28,ma_no_rel,2
121,xgboost,1,1.0,0.0,1,0,1,0.0,1.0,1470,2019-09-17,2025-07-23,2025-07-28,2025-07-28,6,2,28,ma_no_rel,2
121,random_forest,1,0.6,0.0,1,0,1,0.0,1.0,1470,2019-09-17,2025-07-23,2025-07-28,2025-07-28,6,2,28,ma_no_rel,2
122,xgboost,1,1.0,1.0,1,1,0,1.0,0.0,1470,2019-09-16,2025-07-22,2025-07-25,2025-07-25,6,2,28,ma_no_rel,2
122,random_forest,1,0.55,1.0,1,1,0,1.0,0.0,1470,2019-09-16,2025-07-22,2025-07-25,2025-07-25,6,2,28,ma_no_rel,2
123,xgboost,1,0.95,1.0,1,1,0,1.0,0.0,1470,2019-09-13,2025-07-21,2025-07-24,2025-07-24,6,2,28,ma_no_rel,2
123,random_forest,1,0.5,0.0,1,1,0,1.0,0.0,1470,2019-09-13,2025-07-21,2025-07-24,2025-07-24,6,2,28,ma_no_rel,2
124,xgboost,1,1.0,1.0,1,1,0,1.0,0.0,1470,2019-09-12,2025-07-18,2025-07-23,2025-07-23,6,2,28,ma_no_rel,2
124,random_forest,1,0.75,1.0,1,1,0,1.0,0.0,1470,2019-09-12,2025-07-18,2025-07-23,2025-07-23,6,2,28,ma_no_rel,2
125,xgboost,1,1.0,1.0,1,1,0,1.0,0.0,1470,2019-09-11,2025-07-17,2025-07-22,2025-07-22,6,2,28,ma_no_rel,2
125,random_forest,1,0.85,1.0,1,1,0,1.0,0.0,1470,2019-09-11,2025-07-17,2025-07-22,2025-07-22,6,2,28,ma_no_rel,2
126,xgboost,1,0.8,0.0,1,0,1,0.0,1.0,1470,2019-09-10,2025-07-16,2025-07-21,2025-07-21,6,2,28,ma_no_rel,2
126,random_forest,1,0.75,0.0,1,0,1,0.0,1.0,1470,2019-09-10,2025-07-16,2025-07-21,2025-07-21,6,2,28,ma_no_rel,2
127,xgboost,1,1.0,0.0,1,0,1,0.0,1.0,1470,2019-09-09,2025-07-15,2025-07-18,2025-07-18,6,2,28,ma_no_rel,2
127,random_forest,1,0.75,0.0,1,0,1,0.0,1.0,1470,2019-09-09,2025-07-15,2025-07-18,2025-07-18,6,2,28,ma_no_rel,2
128,xgboost,1,0.65,1.0,1,1,0,1.0,0.0,1470,2019-09-06,2025-07-14,2025-07-17,2025-07-17,6,2,28,ma_no_rel,2
128,random_forest,1,0.55,1.0,1,1,0,1.0,0.0,1470,2019-09-06,2025-07-14,2025-07-17,2025-07-17,6,2,28,ma_no_rel,2
129,xgboost,1,1.0,1.0,1,1,0,1.0,0.0,1470,2019-09-05,2025-07-11,2025-07-16,2025-07-16,6,2,28,ma_no_rel,2
129,random_forest,1,0.8,1.0,1,1,0,1.0,0.0,1470,2019-09-05,2025-07-11,2025-07-16,2025-07-16,6,2,28,ma_no_rel,2
130,xgboost,1,0.4,0.0,1,1,0,1.0,0.0,1470,2019-09-04,2025-07-10,2025-07-15,2025-07-15,6,2,28,ma_no_rel,2
130,random_forest,1,0.5,1.0,1,1,0,1.0,0.0,1470,2019-09-04,2025-07-10,2025-07-15,2025-07-15,6,2,28,ma_no_rel,2
131,xgboost,1,0.6,1.0,1,1,0,1.0,0.0,1470,2019-09-03,2025-07-09,2025-07-14,2025-07-14,6,2,28,ma_no_rel,2
131,random_forest,1,0.65,1.0,1,1,0,1.0,0.0,1470,2019-09-03,2025-07-09,2025-07-14,2025-07-14,6,2,28,ma_no_rel,2
132,xgboost,1,1.0,1.0,1,1,0,1.0,0.0,1470,2019-08-30,2025-07-08,2025-07-11,2025-07-11,6,2,28,ma_no_rel,2
132,random_forest,1,0.85,1.0,1,1,0,1.0,0.0,1470,2019-08-30,2025-07-08,2025-07-11,2025-07-11,6,2,28,ma_no_rel,2
133,xgboost,1,1.0,1.0,1,1,0,1.0,0.0,1470,2019-08-29,2025-07-07,2025-07-10,2025-07-10,6,2,28,ma_no_rel,2
133,random_forest,1,0.75,1.0,1,1,0,1.0,0.0,1470,2019-08-29,2025-07-07,2025-07-10,2025-07-10,6,2,28,ma_no_rel,2
134,xgboost,1,0.9,0.0,1,0,1,0.0,1.0,1470,2019-08-28,2025-07-03,2025-07-09,2025-07-09,6,2,28,ma_no_rel,2
134,random_forest,1,0.45,1.0,1,0,1,0.0,1.0,1470,2019-08-28,2025-07-03,2025-07-09,2025-07-09,6,2,28,ma_no_rel,2
135,xgboost,1,1.0,1.0,1,1,0,1.0,0.0,1470,2019-08-27,2025-07-02,2025-07-08,2025-07-08,6,2,28,ma_no_rel,2
135,random_forest,1,0.7,1.0,1,1,0,1.0,0.0,1470,2019-08-27,2025-07-02,2025-07-08,2025-07-08,6,2,28,ma_no_rel,2
136,xgboost,1,0.95,1.0,1,1,0,1.0,0.0,1470,2019-08-26,2025-07-01,2025-07-07,2025-07-07,6,2,28,ma_no_rel,2
136,random_forest,1,0.65,1.0,1,1,0,1.0,0.0,1470,2019-08-26,2025-07-01,2025-07-07,2025-07-07,6,2,28,ma_no_rel,2
137,xgboost,1,0.1,1.0,1,0,1,0.0,1.0,1470,2019-08-23,2025-06-30,2025-07-03,2025-07-03,6,2,28,ma_no_rel,2
137,random_forest,1,0.35,1.0,1,0,1,0.0,1.0,1470,2019-08-23,2025-06-30,2025-07-03,2025-07-03,6,2,28,ma_no_rel,2
138,xgboost,1,0.8,1.0,1,1,0,1.0,0.0,1470,2019-08-22,2025-06-27,2025-07-02,2025-07-02,6,2,28,ma_no_rel,2
138,random_forest,1,0.55,1.0,1,1,0,1.0,0.0,1470,2019-08-22,2025-06-27,2025-07-02,2025-07-02,6,2,28,ma_no_rel,2
139,xgboost,1,0.95,1.0,1,1,0,1.0,0.0,1470,2019-08-21,2025-06-26,2025-07-01,2025-07-01,6,2,28,ma_no_rel,2
139,random_forest,1,0.75,1.0,1,1,0,1.0,0.0,1470,2019-08-21,2025-06-26,2025-07-01,2025-07-01,6,2,28,ma_no_rel,2
140,xgboost,1,0.95,0.0,1,0,1,0.0,1.0,1470,2019-08-20,2025-06-25,2025-06-30,2025-06-30,6,2,28,ma_no_rel,2
140,random_forest,1,0.7,0.0,1,0,1,0.0,1.0,1470,2019-08-20,2025-06-25,2025-06-30,2025-06-30,6,2,28,ma_no_rel,2
141,xgboost,1,0.95,0.0,1,0,1,0.0,1.0,1470,2019-08-19,2025-06-24,2025-06-27,2025-06-27,6,2,28,ma_no_rel,2
141,random_forest,1,0.7,0.0,1,0,1,0.0,1.0,1470,2019-08-19,2025-06-24,2025-06-27,2025-06-27,6,2,28,ma_no_rel,2
142,xgboost,1,0.95,1.0,1,1,0,1.0,0.0,1470,2019-08-16,2025-06-23,2025-06-26,2025-06-26,6,2,28,ma_no_rel,2
142,random_forest,1,0.6,1.0,1,1,0,1.0,0.0,1470,2019-08-16,2025-06-23,2025-06-26,2025-06-26,6,2,28,ma_no_rel,2
143,xgboost,1,0.95,1.0,1,1,0,1.0,0.0,1470,2019-08-15,2025-06-20,2025-06-25,2025-06-25,6,2,28,ma_no_rel,2
143,random_forest,1,0.55,1.0,1,1,0,1.0,0.0,1470,2019-08-15,2025-06-20,2025-06-25,2025-06-25,6,2,28,ma_no_rel,2
144,xgboost,1,0.75,1.0,1,1,0,1.0,0.0,1470,2019-08-14,2025-06-18,2025-06-24,2025-06-24,6,2,28,ma_no_rel,2
144,random_forest,1,0.5,1.0,1,1,0,1.0,0.0,1470,2019-08-14,2025-06-18,2025-06-24,2025-06-24,6,2,28,ma_no_rel,2
145,xgboost,1,0.15,0.0,1,1,0,1.0,0.0,1470,2019-08-13,2025-06-17,2025-06-23,2025-06-23,6,2,28,ma_no_rel,2
145,random_forest,1,0.35,0.0,1,1,0,1.0,0.0,1470,2019-08-13,2025-06-17,2025-06-23,2025-06-23,6,2,28,ma_no_rel,2
146,xgboost,1,0.4,0.0,1,1,0,1.0,0.0,1470,2019-08-12,2025-06-16,2025-06-20,2025-06-20,6,2,28,ma_no_rel,2
146,random_forest,1,0.4,0.0,1,1,0,1.0,0.0,1470,2019-08-12,2025-06-16,2025-06-20,2025-06-20,6,2,28,ma_no_rel,2
147,xgboost,1,0.95,1.0,1,1,0,1.0,0.0,1470,2019-08-09,2025-06-13,2025-06-18,2025-06-18,6,2,28,ma_no_rel,2
147,random_forest,1,0.75,1.0,1,1,0,1.0,0.0,1470,2019-08-09,2025-06-13,2025-06-18,2025-06-18,6,2,28,ma_no_rel,2
148,xgboost,1,1.0,0.0,1,0,1,0.0,1.0,1470,2019-08-08,2025-06-12,2025-06-17,2025-06-17,6,2,28,ma_no_rel,2
148,random_forest,1,0.65,0.0,1,0,1,0.0,1.0,1470,2019-08-08,2025-06-12,2025-06-17,2025-06-17,6,2,28,ma_no_rel,2
149,xgboost,1,0.25,1.0,1,0,1,0.0,1.0,1470,2019-08-07,2025-06-11,2025-06-16,2025-06-16,6,2,28,ma_no_rel,2
149,random_forest,1,0.5,1.0,1,0,1,0.0,1.0,1470,2019-08-07,2025-06-11,2025-06-16,2025-06-16,6,2,28,ma_no_rel,2
150,xgboost,1,1.0,1.0,1,1,0,1.0,0.0,1470,2019-08-06,2025-06-10,2025-06-13,2025-06-13,6,2,28,ma_no_rel,2
150,random_forest,1,0.65,1.0,1,1,0,1.0,0.0,1470,2019-08-06,2025-06-10,2025-06-13,2025-06-13,6,2,28,ma_no_rel,2
151,xgboost,1,1.0,1.0,1,1,0,1.0,0.0,1470,2019-08-05,2025-06-09,2025-06-12,2025-06-12,6,2,28,ma_no_rel,2
151,random_forest,1,0.9,1.0,1,1,0,1.0,0.0,1470,2019-08-05,2025-06-09,2025-06-12,2025-06-12,6,2,28,ma_no_rel,2
152,xgboost,1,1.0,0.0,1,0,1,0.0,1.0,1470,2019-08-02,2025-06-06,2025-06-11,2025-06-11,6,2,28,ma_no_rel,2
152,random_forest,1,0.85,0.0,1,0,1,0.0,1.0,1470,2019-08-02,2025-06-06,2025-06-11,2025-06-11,6,2,28,ma_no_rel,2
153,xgboost,1,1.0,0.0,1,0,1,0.0,1.0,1470,2019-08-01,2025-06-05,2025-06-10,2025-06-10,6,2,28,ma_no_rel,2
153,random_forest,1,0.8,0.0,1,0,1,0.0,1.0,1470,2019-08-01,2025-06-05,2025-06-10,2025-06-10,6,2,28,ma_no_rel,2
154,xgboost,1,0.85,1.0,1,1,0,1.0,0.0,1470,2019-07-31,2025-06-04,2025-06-09,2025-06-09,6,2,28,ma_no_rel,2
154,random_forest,1,0.75,1.0,1,1,0,1.0,0.0,1470,2019-07-31,2025-06-04,2025-06-09,2025-06-09,6,2,28,ma_no_rel,2
155,xgboost,1,0.15,0.0,1,1,0,1.0,0.0,1470,2019-07-30,2025-06-03,2025-06-06,2025-06-06,6,2,28,ma_no_rel,2
155,random_forest,1,0.55,1.0,1,1,0,1.0,0.0,1470,2019-07-30,2025-06-03,2025-06-06,2025-06-06,6,2,28,ma_no_rel,2
156,xgboost,1,0.6,1.0,1,1,0,1.0,0.0,1470,2019-07-29,2025-06-02,2025-06-05,2025-06-05,6,2,28,ma_no_rel,2
156,random_forest,1,0.75,1.0,1,1,0,1.0,0.0,1470,2019-07-29,2025-06-02,2025-06-05,2025-06-05,6,2,28,ma_no_rel,2
157,xgboost,1,0.25,0.0,1,1,0,1.0,0.0,1470,2019-07-26,2025-05-30,2025-06-04,2025-06-04,6,2,28,ma_no_rel,2
157,random_forest,1,0.65,1.0,1,1,0,1.0,0.0,1470,2019-07-26,2025-05-30,2025-06-04,2025-06-04,6,2,28,ma_no_rel,2
158,xgboost,1,0.5,0.0,1,0,1,0.0,1.0,1470,2019-07-25,2025-05-29,2025-06-03,2025-06-03,6,2,28,ma_no_rel,2
158,random_forest,1,0.6,0.0,1,0,1,0.0,1.0,1470,2019-07-25,2025-05-29,2025-06-03,2025-06-03,6,2,28,ma_no_rel,2
159,xgboost,1,0.1,0.0,1,1,0,1.0,0.0,1470,2019-07-24,2025-05-28,2025-06-02,2025-06-02,6,2,28,ma_no_rel,2
159,random_forest,1,0.6,1.0,1,1,0,1.0,0.0,1470,2019-07-24,2025-05-28,2025-06-02,2025-06-02,6,2,28,ma_no_rel,2
160,xgboost,1,0.75,1.0,1,1,0,1.0,0.0,1470,2019-07-23,2025-05-27,2025-05-30,2025-05-30,6,2,28,ma_no_rel,2
160,random_forest,1,0.45,0.0,1,1,0,1.0,0.0,1470,2019-07-23,2025-05-27,2025-05-30,2025-05-30,6,2,28,ma_no_rel,2
161,xgboost,1,1.0,1.0,1,1,0,1.0,0.0,1470,2019-07-22,2025-05-23,2025-05-29,2025-05-29,6,2,28,ma_no_rel,2
161,random_forest,1,0.6,1.0,1,1,0,1.0,0.0,1470,2019-07-22,2025-05-23,2025-05-29,2025-05-29,6,2,28,ma_no_rel,2
162,xgboost,1,0.9,1.0,1,1,0,1.0,0.0,1470,2019-07-19,2025-05-22,2025-05-28,2025-05-28,6,2,28,ma_no_rel,2
