,r,pair,rank_score,weighted_precision,total_count,pos_count_ts,neg_count_ts,pos_acc_ts,neg_acc_ts,ks_ts,bal_accuracy,f1_ts,accuracy_ts,best_n_estimators,indicator_1,indicator_2
107,60,ATR_21 + Regime_Category,0.49345147705614445,0.7033248081841432,391,270,121,0.8296296296296296,0.4214876033057851,0.30752507188442385,0.6255586164677074,0.7943262411347518,0.7033248081841432,28,ATR_21,Regime_Category
108,60,QQQ_SMA_50 + 50_EMA_200,0.43687365691963853,0.7444444444444445,270,175,95,0.9142857142857143,0.43157894736842106,0.48915220293724965,0.6729323308270676,0.8226221079691517,0.7444444444444445,31,QQQ_SMA_50,50_EMA_200
109,60,50_EMA_200 + 10_EMA_25,0.43286400110071316,0.7147435897435898,312,191,121,0.9109947643979057,0.4049586776859504,0.44974131559497416,0.6579767210419281,0.7963386727688786,0.7147435897435898,41,50_EMA_200,10_EMA_25
110,60,50_EMA_200 + RSI_21,0.4245495996475314,0.6633165829145728,398,212,186,0.8537735849056604,0.44623655913978494,0.36539411910056835,0.6500050720227226,0.7298387096774194,0.6633165829145728,41,50_EMA_200,RSI_21
111,60,QQQ_EMA_100 + plus_DI_EA50,0.4187375221812941,0.7298387096774194,248,170,78,0.8235294117647058,0.5256410256410257,0.37686003023792475,0.6745852187028658,0.8069164265129682,0.7298387096774194,147,QQQ_EMA_100,plus_DI_EA50
112,60,50_EMA_200 + Vol_Ratio_50,0.4000992529983167,0.6656534954407295,329,197,132,0.8020304568527918,0.4621212121212121,0.30868995633187774,0.632075834487002,0.7417840375586855,0.6656534954407295,27,50_EMA_200,Vol_Ratio_50
113,60,Min_30_Rows_Since + 50_EMA_200,0.38814640843810266,0.6434540389972145,359,196,163,0.8418367346938775,0.4049079754601227,0.3212402612733139,0.6233723550770001,0.7205240174672488,0.6434540389972145,42,Min_30_Rows_Since,50_EMA_200
114,60,Rel_Min_120 + Max_120_Rows_Since,0.3815091940440761,0.8476190476190476,105,81,24,0.9135802469135802,0.625,0.5854326396495071,0.7692901234567902,0.9024390243902438,0.8476190476190476,23,Rel_Min_120,Max_120_Rows_Since
115,60,10_SMA_50 + BB_Lower_MA10,0.37976889322889457,0.637223974763407,317,208,109,0.7596153846153846,0.4036697247706422,0.20623032153420476,0.5816425546930134,0.7331786542923434,0.637223974763407,63,10_SMA_50,BB_Lower_MA10
116,60,10_EMA_25 + ATR_14_EA5,0.3707511349875193,0.6631578947368421,285,173,112,0.8323699421965318,0.4017857142857143,0.3165748687075701,0.6170778282411231,0.7500000000000001,0.6631578947368421,45,10_EMA_25,ATR_14_EA5
117,60,10_ESMA_50 + ATR_7_EA50,0.3700511807589233,0.673992673992674,273,161,112,0.8633540372670807,0.4017857142857143,0.3755252861904072,0.6325698757763976,0.7574931880108993,0.673992673992674,44,10_ESMA_50,ATR_7_EA50
118,60,num_days_50 + Vol_Ratio_50_MA50,0.36964504638180673,0.6423357664233577,274,178,96,0.7359550561797753,0.46875,0.2982560917343526,0.6023525280898876,0.7277777777777777,0.6423357664233577,44,num_days_50,Vol_Ratio_50_MA50
119,60,Vol_Ratio_25_MA10 + Price_Vol_Ratio_10_MA25,0.36921898064850556,0.7962962962962963,108,79,29,0.9240506329113924,0.4482758620689655,0.5458308693081018,0.686163247490179,0.8690476190476191,0.7962962962962963,25,Vol_Ratio_25_MA10,Price_Vol_Ratio_10_MA25
120,90,num_days_200 + Signal_Line,0.6764554895530794,0.8285714285714286,455,347,108,0.9510086455331412,0.4351851851851852,0.6087755754475703,0.6930969153591632,0.8943089430894309,0.8285714285714286,81,num_days_200,Signal_Line
121,90,Min_120_Rows_Since + ATR_14,0.4734580645576812,0.8716417910447761,335,307,28,0.9022801302931596,0.5357142857142857,0.3475095785440613,0.7189972080037226,0.9279731993299832,0.8716417910447761,47,Min_120_Rows_Since,ATR_14
122,90,num_days_200 + QQQ_EMA_50_r5,0.40751679994726836,0.7377049180327869,244,175,69,0.8685714285714285,0.4057971014492754,0.37468251549324394,0.637184265010352,0.8260869565217391,0.7377049180327869,62,num_days_200,QQQ_EMA_50_r5
123,90,Rel_Max_60 + OBV,0.3966566455083377,0.7153024911032029,281,152,129,0.9802631578947368,0.40310077519379844,0.6534191472244569,0.6916819665442676,0.7883597883597884,0.7153024911032029,7,Rel_Max_60,OBV
124,90,Rel_Max_120 + QQQ_SMA_10_r5,0.369839747978522,0.8686868686868687,198,178,20,0.9157303370786517,0.45,0.3232758620689655,0.6828651685393259,0.9261363636363636,0.8686868686868687,112,Rel_Max_120,QQQ_SMA_10_r5
125,90,25_SMA_50 + OBV,0.36117716993003507,0.7336448598130841,214,115,99,1.0,0.42424242424242425,0.6686046511627907,0.7121212121212122,0.8013937282229966,0.7336448598130841,3,25_SMA_50,OBV
126,90,25_ESMA_50 + OBV,0.3328426926126492,0.708994708994709,189,97,92,1.0,0.40217391304347827,0.7171052631578947,0.7010869565217391,0.7791164658634538,0.708994708994709,4,25_ESMA_50,OBV
127,90,QQQ_SMA_100 + Zscore_10,0.32727226909239443,0.9,100,98,2,0.9081632653061225,0.5,0.7222222222222222,0.7040816326530612,0.946808510638298,0.9,42,QQQ_SMA_100,Zscore_10
128,90,10_ESMA_50 + OBV,0.2812782302529525,0.6666666666666666,195,79,116,1.0,0.4396551724137931,0.6875,0.7198275862068966,0.7085201793721974,0.6666666666666666,5,10_ESMA_50,OBV
129,90,BB_Mid_MA50 + VIX_EA50,0.2621109726657263,0.6610169491525424,118,83,35,0.7710843373493976,0.4,0.20427807486631017,0.5855421686746989,0.761904761904762,0.6610169491525424,23,BB_Mid_MA50,VIX_EA50
