,r,class_balance,flag,indicator,auc_rs,auc_ts,log_loss_rs,log_loss_ts,f1_rs,f1_ts,accuracy_rs,accuracy_ts,pos_acc_rs,pos_acc_ts,pos_count_rs,neg_acc_rs,neg_acc_ts,pos_count_ts,neg_count_rs,neg_count_ts,coef_rs,coef_ts,ks_rs,ks_ts
625,20,Y,keep,BB_Mid_MA10,0.49868815672154365,0.39217062942370823,0.6929947296292817,0.7047343882246654,0.5793510324483776,0.5256198347107437,0.5058905058905059,0.426,0.5173867228661749,0.45558739255014324,949,0.48380566801619435,0.3576158940397351,349,494,151,-0.028313075397917678,0.019971506130319876,0.027092230048250236,0.20755612060949924
626,30,Y,no_signal,BB_Mid_MA10,0.5184603351509686,0.5144976147883125,0.6909530457545301,0.6992557032773089,0.5550821667681072,0.5352622061482821,0.49236111111111114,0.486,0.46578140960163433,0.43023255813953487,979,0.5488069414316703,0.6089743589743589,344,461,156,0.25737983424369376,0.19864339398930847,0.06170358438266503,0.08914728682170543
627,45,Y,no_signal,BB_Mid_MA10,0.513742789277231,0.4892202376268786,0.6953322845790184,0.6958897419544529,0.5946882217090069,0.5536332179930796,0.5111420612813371,0.484,0.5073891625615764,0.44692737430167595,1015,0.5201900237529691,0.5774647887323944,358,421,142,0.1871207056915481,0.16463959474321058,0.04377332880895826,0.11066960421748367
628,60,Y,keep,BB_Mid_MA10,0.4900478640839693,0.33642543859649127,0.6959751349127725,0.6948262837219285,0.5782583949914627,0.6490984743411928,0.48218029350104824,0.494,0.48427073403241183,0.6157894736842106,1049,0.47643979057591623,0.10833333333333334,380,382,120,0.17822654535629345,0.20702499504100988,0.059787681112403235,0.2807017543859649
629,90,Y,keep,BB_Mid_MA10,0.5222387143776999,0.3123924885321101,0.6844073818603502,0.6251665729857128,0.5873192436040044,0.8165680473372781,0.4781997187060478,0.69,0.46767050487156775,0.7912844036697247,1129,0.5187713310580204,0.0,436,293,64,0.16808660894985689,0.07655860328808199,0.06558705187773771,0.39076834862385323
630,5,Y,no_signal,BB_Mid_MA25,0.4925160961683123,0.48758521172314273,0.694249974055678,0.6999382609508957,0.4918918918918919,0.5134099616858236,0.48066298342541436,0.492,0.42473745624270715,0.4511784511784512,857,0.5617597292724196,0.5517241379310345,297,591,203,0.09704865082877877,0.022575859482850385,0.060108156774013946,0.045993597717735646
631,10,Y,keep,BB_Mid_MA25,0.48481697556043724,0.4487025531248368,0.694205176545981,0.7069567129495538,0.581943645773433,0.5793780687397709,0.4972337482710927,0.486,0.5542168674698795,0.5514018691588785,913,0.399624765478424,0.3687150837988827,321,533,179,-0.13663714062969612,-0.050884710836294214,0.05476862250297455,0.12970988008841086
632,20,Y,keep,BB_Mid_MA25,0.5102195791009501,0.42285432361145375,0.6923150259255106,0.7050386571335234,0.5313092979127134,0.561344537815126,0.4864864864864865,0.478,0.44257112750263433,0.4785100286532951,949,0.5708502024291497,0.4768211920529801,349,494,151,0.09432629909685279,0.12262717407263392,0.04475625311962731,0.23138958993529288
633,30,Y,no_signal,BB_Mid_MA25,0.5371588610273443,0.4923412343470483,0.6912404116494305,0.7045722734349761,0.5608856088560886,0.5055350553505535,0.5041666666666667,0.464,0.46578140960163433,0.39825581395348836,979,0.5856832971800434,0.6089743589743589,344,461,156,0.2659323920431617,0.26033192880953276,0.08433281116017717,0.09615384615384616
634,45,Y,no_signal,BB_Mid_MA25,0.5084165077284907,0.5062750806515068,0.6954784303842227,0.6950534896519772,0.6367123287671232,0.5495652173913044,0.5383008356545961,0.482,0.5724137931034483,0.441340782122905,1015,0.45605700712589076,0.5845070422535211,358,421,142,0.07261984868864284,0.01863479968094513,0.035554567473643564,0.11468250845857267
635,60,Y,keep,BB_Mid_MA25,0.5011055155994988,0.34728070175438597,0.6972254324511392,0.6982643805945088,0.5485986881335718,0.6071942446043165,0.47099930118798045,0.454,0.438512869399428,0.5552631578947368,1049,0.5602094240837696,0.13333333333333333,380,382,120,0.28838811545031123,0.27846137891229383,0.059635454359424835,0.3157894736842105
636,90,Y,keep,BB_Mid_MA25,0.5331940737068352,0.33342889908256884,0.6838298730932738,0.6245889159610439,0.6009961261759822,0.8109393579072532,0.4929676511954993,0.682,0.48095659875996455,0.7821100917431193,1129,0.5392491467576792,0.0,436,293,64,0.25611743405556564,0.1933999270810725,0.07978306937487341,0.35306766055045874
637,5,Y,no_signal,BB_Mid_MA5,0.47518297606848736,0.4851802093181403,0.696296469812157,0.7004504480257849,0.49802890932982913,0.506717850287908,0.4723756906077348,0.486,0.44224037339556593,0.4444444444444444,857,0.5160744500846024,0.5467980295566502,297,591,203,0.5345639294698012,-0.038232709732662865,0.053709177135839614,0.05629364250053905
638,10,Y,no_signal,BB_Mid_MA5,0.4979440189548917,0.45032109852242463,0.6935002342976502,0.7070105404226062,0.5524861878453039,0.5756578947368421,0.495850622406639,0.484,0.4928806133625411,0.5451713395638629,913,0.50093808630394,0.3743016759776536,321,533,179,-0.16491492780638414,-0.013493372687063087,0.044596602339770135,0.11060060216850276
639,20,Y,keep,BB_Mid_MA5,0.49798850697303365,0.39051974420766994,0.693059552485775,0.7047520124565255,0.5832349468713105,0.5337726523887973,0.5107415107415108,0.434,0.5205479452054794,0.46418338108882523,949,0.49190283400809715,0.36423841059602646,349,494,151,-0.08125144950510182,0.004166316216305234,0.044035272586101716,0.21806865405415662
640,30,Y,no_signal,BB_Mid_MA5,0.5130118607902614,0.5159511031604055,0.6906150120760407,0.6989312981353405,0.5739750445632799,0.52994555353902,0.5020833333333333,0.482,0.4933605720122574,0.42441860465116277,979,0.5206073752711496,0.6089743589743589,344,461,156,0.32654562827679523,0.24176733350992735,0.05760670390566318,0.07751937984496124
641,45,Y,no_signal,BB_Mid_MA5,0.5164106104396055,0.493587221653946,0.6952255915553148,0.6955168497399734,0.6216517857142857,0.5582191780821919,0.5278551532033426,0.484,0.548768472906404,0.4553072625698324,1015,0.47743467933491684,0.5563380281690141,358,421,142,0.2561308116700528,0.2252231202521133,0.054421211518434875,0.08340546069714376
642,60,Y,keep,BB_Mid_MA5,0.4839313432388862,0.33510964912280705,0.6957599548916559,0.6938655187463488,0.594413407821229,0.6784260515603799,0.49266247379454925,0.526,0.5071496663489037,0.6578947368421053,1049,0.45287958115183247,0.10833333333333334,380,382,120,0.2150929321294373,0.22840453489383675,0.05992992578321912,0.2657894736842105
643,90,Y,keep,BB_Mid_MA5,0.5191371143027295,0.30905963302752293,0.6844189787088621,0.6252589425078072,0.593698175787728,0.8151658767772513,0.4831223628691983,0.688,0.47564216120460584,0.7889908256880734,1129,0.5119453924914675,0.0,436,293,64,0.08998952047078271,0.0016191605320269693,0.07034828006299937,0.3880447247706422
644,5,Y,no_signal,BB_Mid_MA50,0.5029704612359251,0.4861422102801414,0.6943038186228023,0.700208017136848,0.5126498002663116,0.5057471264367815,0.494475138121547,0.484,0.4492415402567094,0.4444444444444444,857,0.560067681895093,0.541871921182266,297,591,203,0.150202285895771,0.10230848990344485,0.050885807533066,0.0461594599525634
645,10,Y,keep,BB_Mid_MA50,0.5157193673208954,0.4485981308411215,0.6930639938584447,0.7084029182200718,0.5988235294117648,0.5667215815485996,0.5283540802213001,0.474,0.5575027382256298,0.5358255451713395,913,0.47842401500938087,0.36312849162011174,321,533,179,0.019648666174100535,0.09352056575238576,0.05239515113156018,0.13477436084860508
646,20,Y,keep,BB_Mid_MA50,0.5356522740749905,0.43325300290328084,0.6908015560481076,0.7119438761237674,0.5561097256857854,0.5081669691470054,0.5065835065835066,0.458,0.46996838777660693,0.40114613180515757,949,0.5769230769230769,0.5894039735099338,349,494,151,0.29554904801589743,0.3378996182882433,0.05887083356441684,0.20636065200478187
647,30,Y,no_signal,BB_Mid_MA50,0.53581834578203,0.49234123434704835,0.6919197132871742,0.7093500135708688,0.5597060624617268,0.4981412639405205,0.5006944444444444,0.46,0.466802860061287,0.38953488372093026,979,0.5726681127982647,0.6153846153846154,344,461,156,0.3416423704822028,0.3366687989877763,0.08553595128944272,0.11784436493738819
648,45,Y,no_signal,BB_Mid_MA50,0.5188654739477903,0.5438468801636636,0.6961225126120052,0.6952128656161739,0.5944700460829493,0.5729349736379613,0.5097493036211699,0.514,0.5083743842364532,0.4553072625698324,1015,0.5130641330166271,0.6619718309859155,358,421,142,0.21073147260967992,0.1074588650437318,0.07468261118846753,0.18911794791092926
649,60,Y,keep,BB_Mid_MA50,0.522891409919195,0.39019736842105257,0.6955776403632608,0.6952991447082464,0.5482534043812908,0.5997045790251108,0.46680642907058,0.458,0.4413727359389895,0.5342105263157895,1049,0.5366492146596858,0.21666666666666667,380,382,120,0.36278848733303604,0.31207992219957137,0.1012807011414511,0.28289473684210525
650,90,Y,keep,BB_Mid_MA50,0.5349836909040891,0.3551462155963303,0.6830123341171487,0.6271331075808421,0.6228974498100923,0.7908101571946796,0.5112517580872011,0.654,0.508414526129318,0.75,1129,0.5221843003412969,0.0,436,293,64,0.36225017851770375,0.29704290934455213,0.0802788417065451,0.3256880733944954
651,5,Y,no_signal,BB_Upper,0.5029072809371218,0.4866729694315901,0.6935571875843003,0.7008665535261744,0.5831353919239904,0.5173745173745173,0.5151933701657458,0.5,0.572928821470245,0.4511784511784512,857,0.43147208121827413,0.5714285714285714,297,591,203,-0.2818741263227814,-0.48785862361664784,0.05094503906319412,0.04955963576653232
652,10,Y,keep,BB_Upper,0.5135390615849035,0.435440923092988,0.6930131867056344,0.7095309655382109,0.6218020022246942,0.5581395348837209,0.5297372060857538,0.468,0.6122672508214677,0.5233644859813084,913,0.3883677298311445,0.3687150837988827,321,533,179,-0.5172932902620518,-1.0268117005952577,0.03774127723584086,0.13239005203710472
653,20,Y,keep,BB_Upper,0.5113245137647555,0.3946754207859731,0.6922593338677592,0.7246015956640572,0.6358257127487897,0.4595588235294118,0.5308385308385308,0.412,0.6227608008429927,0.35816618911174786,949,0.354251012145749,0.5364238410596026,349,494,151,-2.085928528505256,-2.837239252699792,0.050635017469912925,0.18763164386420994
654,30,Y,no_signal,BB_Upper,0.5124512816876754,0.48788759689922484,0.6899592467214549,0.7125961214546599,0.6600209863588667,0.4513618677042802,0.55,0.436,0.6424923391215526,0.3372093023255814,979,0.35357917570498915,0.6538461538461539,344,461,156,-2.009346409368874,-2.311980256672935,0.05197210841998675,0.05538163387000596
655,45,Y,no_signal,BB_Upper,0.5289095866047295,0.5368439688409787,0.6939370637092594,0.6984990023717191,0.676424464192368,0.4981549815498155,0.5689415041782729,0.456,0.6374384236453202,0.3770949720670391,1015,0.40380047505938244,0.6549295774647887,358,421,142,-1.7457920779895095,-2.082990342101481,0.060917590068216655,0.10362735069635691
656,60,Y,keep,BB_Upper,0.5066580488023997,0.41956140350877197,0.6931926915968224,0.6922527469353648,0.6971544715447153,0.6882022471910112,0.583508036338225,0.556,0.6539561487130601,0.6447368421052632,1049,0.3900523560209424,0.275,380,382,120,-2.9542705843369745,-2.7036042681063113,0.07917288467201374,0.17149122807017544
657,90,Y,keep,BB_Upper,0.5216310909711999,0.3101705848623853,0.6836498246878407,0.6273546156722176,0.6779141104294479,0.819362455726092,0.5569620253164557,0.694,0.587245349867139,0.7958715596330275,1129,0.4402730375426621,0.0,436,293,64,-1.1247995582713033,-0.9954117242104182,0.08194451582088108,0.42015481651376146
658,5,Y,no_signal,BB_Upper_EA10,0.5017976769393884,0.48644076230283123,0.6936000959353166,0.7002648359626363,0.5768063145112325,0.5019157088122604,0.518646408839779,0.48,0.5542590431738623,0.44107744107744107,857,0.467005076142132,0.5369458128078818,297,591,203,0.09389309978777477,-0.38009439437565695,0.04680278072290108,0.05966064586754242
659,10,Y,no_signal,BB_Upper_EA10,0.5086174477887672,0.4504603282340451,0.6931593344721664,0.7069730191332737,0.569689592209373,0.5737704918032787,0.5110650069156293,0.48,0.5125958378970427,0.5451713395638629,913,0.5084427767354597,0.36312849162011174,321,533,179,-0.0019414075145082934,-0.004471497664172981,0.03235524393326333,0.11683113176351834
660,20,Y,keep,BB_Upper_EA10,0.49850471197040996,0.38600352947873773,0.6929048821370207,0.7047439512202248,0.5840188014101059,0.5346534653465347,0.5093555093555093,0.436,0.523709167544784,0.46418338108882523,949,0.4817813765182186,0.3708609271523179,349,494,151,0.3365619131100294,0.27560898956758817,0.03441295546558704,0.2277462570447257
661,30,Y,no_signal,BB_Upper_EA10,0.5146913823703412,0.5125968992248062,0.690062320827636,0.6994601627991974,0.646900269541779,0.5263157894736842,0.5451388888888888,0.478,0.6128702757916241,0.42151162790697677,979,0.40130151843817785,0.6025641025641025,344,461,156,-0.16397107817958212,0.355166320815542,0.05096173659872507,0.056872391174716756
662,45,Y,no_signal,BB_Upper_EA10,0.5089266700209447,0.49303643087575744,0.6951568759014235,0.6953967302474682,0.6656101426307448,0.546712802768166,0.5591922005571031,0.476,0.6206896551724138,0.441340782122905,1015,0.41092636579572445,0.5633802816901409,358,421,142,0.17125522264012763,0.4742142535133182,0.044330294981453966,0.10083405460697144
663,60,Y,keep,BB_Upper_EA10,0.4809991066036464,0.3315350877192982,0.6954156393368541,0.6936670677917857,0.6266882766072392,0.7014725568942437,0.517120894479385,0.554,0.5529075309818875,0.6894736842105263,1049,0.418848167539267,0.125,380,382,120,0.2936227455227684,0.1098312774650011,0.06264754765196473,0.2767543859649123
664,90,Y,keep,BB_Upper_EA10,0.5204309591683116,0.3097405389908257,0.6843651198050994,0.6251330704847762,0.5792410714285714,0.8151658767772513,0.469760900140647,0.688,0.45969884853852966,0.7889908256880734,1129,0.5085324232081911,0.0,436,293,64,0.3000019623506276,0.21895866514186182,0.0679510394592454,0.3949254587155963
665,5,Y,no_signal,BB_Upper_EA25,0.5006209438741764,0.48650710719676243,0.6936366372344148,0.7001745596041503,0.5631901840490797,0.5000000000000001,0.5082872928176796,0.48,0.5355892648774796,0.4377104377104377,857,0.4686971235194585,0.541871921182266,297,591,203,0.1989258359895611,-0.1753866552275907,0.059172298597989684,0.05473453749315818
666,10,Y,keep,BB_Upper_EA25,0.5128876413037448,0.44986860195965817,0.6930799031116642,0.7064142337837991,0.5926800472255017,0.5770491803278688,0.5228215767634855,0.484,0.5498357064622125,0.5482866043613707,913,0.47654784240150094,0.3687150837988827,321,533,179,0.4270245118386584,0.7346327173437309,0.04102098313088616,0.11660488348213509
667,20,Y,keep,BB_Upper_EA25,0.49789038536196206,0.37970359968879863,0.6929339095607608,0.7064013455942156,0.583529411764706,0.548440065681445,0.5093555093555093,0.45,0.5226554267650158,0.4785100286532951,949,0.48380566801619435,0.3841059602649007,349,494,151,0.9574241365250479,1.2302260432560894,0.04769563529477012,0.21844816789692403
668,30,Y,no_signal,BB_Upper_EA25,0.5145850274417872,0.4965712581991652,0.6900629262383128,0.7027828576238514,0.6216814159292036,0.5036496350364963,0.525,0.456,0.5740551583248212,0.4011627906976744,979,0.420824295010846,0.5769230769230769,344,461,156,0.5969887597089536,1.2390798450778029,0.05517383491499361,0.06276088252832439
669,45,Y,no_signal,BB_Upper_EA25,0.5120976328937669,0.4914824140372964,0.6952065977829959,0.6959696774027413,0.6638297872340424,0.5354058721934369,0.5598885793871866,0.462,0.6147783251231527,0.4329608938547486,1015,0.42755344418052255,0.5352112676056338,358,421,142,0.4598759233426402,0.7838424021544483,0.04669155072955548,0.11078763081280982
670,60,Y,keep,BB_Upper_EA25,0.49627418783284005,0.33975877192982457,0.6953291702999569,0.6932676112347776,0.6253398586188146,0.6837837837837838,0.5185185185185185,0.532,0.5481410867492851,0.6657894736842105,1049,0.43717277486910994,0.10833333333333334,380,382,120,1.2070494439513049,1.0972726329430973,0.06653556865426559,0.24912280701754386
671,90,Y,keep,BB_Upper_EA25,0.5214194808296327,0.3105289564220184,0.6842999169533539,0.6250095905218765,0.5882352941176471,0.8151658767772513,0.4781997187060478,0.688,0.46944198405668736,0.7889908256880734,1129,0.5119453924914675,0.0,436,293,64,0.5463867152254742,0.39027414600185006,0.07175397600340995,0.4068233944954128
672,5,Y,no_signal,BB_Upper_EA5,0.5031165656769078,0.48600952049227913,0.6935667799165866,0.7001879298757003,0.5778045838359469,0.5000000000000001,0.5165745856353591,0.48,0.558926487747958,0.4377104377104377,857,0.45516074450084604,0.541871921182266,297,591,203,0.005783853156515815,-0.3718129964931548,0.04003656559793242,0.05966064586754242
673,10,Y,no_signal,BB_Upper_EA5,0.5088352728670096,0.4503385022363772,0.693153716614146,0.7071395028678957,0.5656934306569343,0.5756578947368421,0.5062240663900415,0.484,0.5093099671412924,0.5451713395638629,913,0.50093808630394,0.3743016759776536,321,533,179,-0.10893801044521645,-0.2285362837958065,0.03313612628922649,0.11060060216850276
674,20,Y,keep,BB_Upper_EA5,0.5012457178449081,0.3903679386705631,0.6928733226546345,0.7047409605681312,0.5885111371629542,0.5346534653465347,0.5135135135135135,0.436,0.5289778714436248,0.46418338108882523,949,0.48380566801619435,0.3708609271523179,349,494,151,0.14923543856892524,0.000858296496790166,0.029587931895069603,0.21806865405415662
675,30,Y,no_signal,BB_Upper_EA5,0.5148775034953104,0.5162865235539654,0.6900530054667776,0.6989192337838551,0.6443243243243243,0.5372050816696915,0.5430555555555555,0.49,0.6087844739530133,0.43023255813953487,979,0.403470715835141,0.6217948717948718,344,461,156,-0.32179364205962785,0.0028093813818989457,0.05124756546921357,0.056872391174716756
676,45,Y,no_signal,BB_Upper_EA5,0.5085803213086365,0.4964198599417735,0.6951653305315061,0.6951290192405629,0.6634970945589013,0.5476603119584055,0.5564066852367688,0.478,0.6187192118226601,0.441340782122905,1015,0.40617577197149646,0.5704225352112676,358,421,142,0.10784797039020472,0.3176012911126559,0.04531551665633081,0.11322684711621686
677,60,Y,keep,BB_Upper_EA5,0.4832151288437256,0.3306798245614035,0.6953552193260657,0.6937694061326366,0.6293103448275862,0.7085561497326203,0.5192173305380853,0.564,0.5567206863679695,0.6973684210526315,1049,0.4162303664921466,0.14166666666666666,380,382,120,-0.05548944103219982,-0.24549548435073135,0.06812521523864663,0.27982456140350875
678,90,Y,keep,BB_Upper_EA5,0.5197235766950727,0.3095971903669724,0.6843856108549381,0.6252046837564171,0.5805013927576602,0.8151658767772513,0.4704641350210971,0.688,0.46147032772364927,0.7889908256880734,1129,0.5051194539249146,0.0,436,293,64,0.1708822252914739,0.16709743665369933,0.07047826914996207,0.3903383027522936
679,5,Y,no_signal,BB_Upper_EA50,0.5010987448838766,0.48692176278383176,0.6936531587265706,0.7000520032088582,0.5686274509803921,0.5190839694656489,0.5138121546961326,0.496,0.5414235705950992,0.45791245791245794,857,0.47377326565143824,0.5517241379310345,297,591,203,0.3588144082833609,0.07655982638059211,0.048263825132727985,0.051367534126154815
680,10,Y,keep,BB_Upper_EA50,0.5192333379227296,0.44842409370159586,0.6928999512720427,0.706889718113871,0.6105383734249714,0.5723684210526316,0.5297372060857538,0.48,0.583789704271632,0.5420560747663551,913,0.4371482176360225,0.3687150837988827,321,533,179,0.8055469241983929,1.1901762082072243,0.04443837091500918,0.12607250387232635
681,20,Y,keep,BB_Upper_EA50,0.5013395732989765,0.399685003510503,0.6926950651955485,0.7103622182184135,0.5966532025389499,0.5378151260504201,0.5155925155925156,0.45,0.5447839831401475,0.4584527220630373,949,0.45951417004048584,0.4304635761589404,349,494,151,1.518667601891842,2.0196072661769535,0.0368809272918862,0.20935881136264445
682,30,Y,no_signal,BB_Upper_EA50,0.5147622856560436,0.4928443649373882,0.6901371742105049,0.7055308177933459,0.620077648363838,0.4962962962962963,0.5243055555555556,0.456,0.5709908069458631,0.38953488372093026,979,0.42516268980477223,0.6025641025641025,344,461,156,1.1280610874393373,1.6349349195339178,0.05403716661607422,0.06283542039355992
683,45,Y,no_signal,BB_Upper_EA50,0.5176579338427155,0.506412778346054,0.6951055990362613,0.696553731221907,0.6408296943231441,0.5435540069686411,0.541782729805014,0.476,0.5783251231527093,0.43575418994413406,1015,0.45368171021377673,0.5774647887323944,358,421,142,0.9241735773357261,1.1262934538451466,0.05308964113124978,0.11794791092926273
684,60,Y,keep,BB_Upper_EA50,0.5089713963435634,0.3525219298245614,0.6949010073664893,0.6933824283059777,0.6458557588805167,0.6775510204081632,0.5401816911250874,0.526,0.5719733079122974,0.6552631578947369,1049,0.45287958115183247,0.11666666666666667,380,382,120,1.6837517880695674,1.551819524196723,0.07218043611716968,0.25263157894736843
685,90,Y,keep,BB_Upper_EA50,0.5214104118235654,0.31045728211009177,0.6842905186886127,0.6254115013772017,0.5942668136714444,0.8137603795966785,0.48241912798874825,0.686,0.47741364038972545,0.786697247706422,1129,0.5017064846416383,0.0,436,293,64,0.5191099320284169,0.37353475507385986,0.07276970468293244,0.40180619266055045
686,5,Y,no_signal,BB_Upper_MA10,0.5006288414115269,0.4859100031513825,0.6936329566140833,0.7004584059942953,0.5735115431348724,0.506717850287908,0.5151933701657458,0.486,0.5507584597432905,0.4444444444444444,857,0.46362098138747887,0.5467980295566502,297,591,203,0.16839104945076805,-0.44189440234925226,0.04756094430854099,0.05966064586754242
687,10,Y,no_signal,BB_Upper_MA10,0.5086379973244504,0.4500600428131363,0.6931618735784902,0.7072850341301643,0.569689592209373,0.5756578947368421,0.5110650069156293,0.484,0.5125958378970427,0.5451713395638629,913,0.5084427767354597,0.3743016759776536,321,533,179,-0.0025485655962096975,-0.18398543804567763,0.03266965182921692,0.1131589481195287
688,20,Y,keep,BB_Upper_MA10,0.4990187838892847,0.3885842236095562,0.6928990789771035,0.7047009125482343,0.5885111371629542,0.5313531353135313,0.5135135135135135,0.432,0.5289778714436248,0.46131805157593125,949,0.48380566801619435,0.36423841059602646,349,494,151,0.26752003466821395,0.11517094569664084,0.03446841550662748,0.22290745554944116
689,30,Y,no_signal,BB_Upper_MA10,0.5155156330666335,0.5153920691711389,0.690052641270753,0.6990736087910877,0.6409140369967355,0.5335753176043556,0.5416666666666666,0.486,0.6016343207354443,0.4273255813953488,979,0.41431670281995664,0.6153846153846154,344,461,156,-0.436176057010089,0.09433974238688425,0.05023719364795189,0.056872391174716756
690,45,Y,no_signal,BB_Upper_MA10,0.5087558358587927,0.4896923440081832,0.6951751326216955,0.6955438888773936,0.6641988365943945,0.5416666666666667,0.557799442896936,0.472,0.6187192118226601,0.43575418994413406,1015,0.41092636579572445,0.5633802816901409,358,421,142,0.11704100603110172,0.4602783837826415,0.04399330704515404,0.10642064678574238
691,60,Y,keep,BB_Upper_MA10,0.48279837691344035,0.32835526315789476,0.6953748560453499,0.6938458870235336,0.6274298056155508,0.7095046854082998,0.5178197064989518,0.566,0.553860819828408,0.6973684210526315,1049,0.418848167539267,0.15,380,382,120,0.008818992655189463,-0.29083767190092696,0.06264754765196473,0.28596491228070176
692,90,Y,keep,BB_Upper_MA10,0.5201467969782072,0.30931049311926606,0.6843853789226381,0.625233752533605,0.5797101449275361,0.8151658767772513,0.469760900140647,0.688,0.46058458813108943,0.7889908256880734,1129,0.5051194539249146,0.0,436,293,64,0.19771958067546602,0.05364566665886781,0.06883677905180519,0.3903383027522936
693,5,Y,no_signal,BB_Upper_MA25,0.500917101524817,0.4868056592194524,0.6936433626493315,0.7001136520690785,0.5643869377695625,0.5028790786948177,0.5117403314917127,0.482,0.5344224037339557,0.44107744107744107,857,0.47884940778341795,0.541871921182266,297,591,203,0.15220867170910288,-0.12093096211076798,0.0556124836372898,0.05473453749315818
694,10,Y,keep,BB_Upper_MA25,0.513859634341562,0.44722323743886944,0.6930731486819887,0.7065481693702964,0.5933806146572104,0.5811688311688311,0.5242047026279392,0.484,0.5498357064622125,0.557632398753894,913,0.4803001876172608,0.35195530726256985,321,533,179,0.3632399835453729,0.8530812388663862,0.038515994731099054,0.12187820880976
695,20,Y,keep,BB_Upper_MA25,0.49257688681458855,0.3711076111501167,0.6930847821198115,0.7065941945416814,0.5744934445768772,0.5335515548281505,0.5051975051975052,0.43,0.5079030558482613,0.4670487106017192,949,0.5,0.3443708609271523,349,494,151,0.7732747906229621,1.0068636798780333,0.05484998058898564,0.2345585305224008
696,30,Y,no_signal,BB_Upper_MA25,0.516339883762926,0.47980023852116876,0.6900424977208022,0.7052816719603113,0.6062992125984252,0.49454545454545457,0.5138888888888888,0.444,0.550561797752809,0.3953488372093023,979,0.4360086767895879,0.5512820512820513,344,461,156,0.7732498712167878,1.5672736376069742,0.05364719854471006,0.08556946929039952
697,45,Y,no_signal,BB_Upper_MA25,0.5090460199150509,0.48861043355102685,0.6951671084741534,0.6957118481193038,0.662778366914104,0.5454545454545454,0.5571030640668524,0.47,0.6157635467980296,0.4441340782122905,1015,0.4156769596199525,0.5352112676056338,358,421,142,0.10120122866509239,0.5185226032405994,0.04538338228239121,0.1019356361633488
698,60,Y,keep,BB_Upper_MA25,0.506992448554844,0.3415131578947368,0.6953035022833709,0.693029503521766,0.6114508060033352,0.6712141882673942,0.5115303983228512,0.518,0.5243088655862727,0.6473684210526316,1049,0.47643979057591623,0.10833333333333334,380,382,120,1.6048301248879924,1.5865287701500435,0.07290663259449288,0.26052631578947366
699,90,Y,keep,BB_Upper_MA25,0.5215494699165955,0.3120699541284404,0.6842899681300327,0.6246120199822868,0.5846325167037862,0.8123515439429928,0.47538677918424754,0.684,0.4650132860938884,0.7844036697247706,1129,0.515358361774744,0.0,436,293,64,0.6673113550467612,0.48530780334402285,0.07263971559596974,0.4068233944954128
700,5,Y,no_signal,BB_Upper_MA5,0.5030987962178693,0.4858602444809342,0.6935658753591765,0.7001837626544846,0.5786618444846293,0.5000000000000001,0.5172651933701657,0.48,0.5600933488914819,0.4377104377104377,857,0.45516074450084604,0.541871921182266,297,591,203,0.005891166302050009,-0.40557822491922907,0.04003656559793242,0.05966064586754242
701,10,Y,no_signal,BB_Upper_MA5,0.5086893711636585,0.4501644650968517,0.6931509149015564,0.7072369127161089,0.5691747572815533,0.5756578947368421,0.5089903181189488,0.484,0.5136911281489595,0.5451713395638629,913,0.50093808630394,0.3743016759776536,321,533,179,-0.12853731137534302,-0.29281740517781524,0.030012596865373827,0.11101829130336414
702,20,Y,keep,BB_Upper_MA5,0.5016936643302347,0.3903489629784247,0.6928689520421092,0.7047444303102108,0.5898186073727325,0.5346534653465347,0.5142065142065142,0.436,0.5310853530031612,0.46418338108882523,949,0.4817813765182186,0.3708609271523179,349,494,151,0.10997802002700309,0.0001952391611480846,0.029587931895069603,0.21806865405415662
703,30,Y,no_signal,BB_Upper_MA5,0.5152563929282835,0.5162492546213476,0.6900565242122936,0.6989242818245093,0.6417748917748919,0.5372050816696915,0.5402777777777777,0.49,0.6057201225740552,0.43023255813953487,979,0.40130151843817785,0.6217948717948718,344,461,156,-0.3713507440813274,0.0020433585119554246,0.05023719364795189,0.056872391174716756
704,45,Y,no_signal,BB_Upper_MA5,0.5086247849946761,0.49685262412463604,0.6951688938671194,0.6951432039367199,0.6663146779303062,0.5460869565217391,0.5598885793871866,0.478,0.6216748768472906,0.43854748603351956,1015,0.41092636579572445,0.5774647887323944,358,421,142,0.19016009598065686,0.35762698981830926,0.04206264699343575,0.11613816980092848
705,60,Y,keep,BB_Upper_MA5,0.48328500341886316,0.33081140350877186,0.6953512417626316,0.693830650065489,0.630048465266559,0.7095046854082998,0.519916142557652,0.566,0.55767397521449,0.6973684210526315,1049,0.4162303664921466,0.15,380,382,120,-0.05021300159805205,-0.3842533718162508,0.06788314974620556,0.2767543859649123
706,90,Y,keep,BB_Upper_MA5,0.5197417147072071,0.309776376146789,0.6843856509520309,0.6251936330677518,0.5805013927576602,0.8151658767772513,0.4704641350210971,0.688,0.46147032772364927,0.7889908256880734,1129,0.5051194539249146,0.0,436,293,64,0.11878268121726596,0.2076222285747476,0.07047826914996207,0.39263188073394495
