,r,class_balance,flag,indicator,auc_rs,auc_ts,log_loss_rs,log_loss_ts,coef_rs,coef_ts,ks_rs,ks_ts
2470,90,N,keep,Rel_Min_120,0.5262200080411853,0.37464162844036697,0.5095680386351404,0.4203112462314118,1.0378282256436875,1.1529759883885555,0.06874911199315592,0.26089449541284404
2471,5,N,no_signal,Rel_Min_30,0.49428514453480543,0.5189497603290707,0.6764106379693408,0.6753733323488389,0.2914182984814913,0.05102374159545,0.03126042721728297,0.09356288666633494
2472,10,N,keep,Rel_Min_30,0.524973850715843,0.5817887537200438,0.6570958422376276,0.6484714143560418,1.450973707668821,1.1288470598335485,0.06830460165752555,0.17431559894881568
2473,20,N,keep,Rel_Min_30,0.4782447323626404,0.36643010303800827,0.6429174288134801,0.618260047927123,0.8010598461199082,-0.3266130897773841,0.07354001441961067,0.2759445150761874
2474,30,N,keep,Rel_Min_30,0.4675960905700846,0.39729613893858085,0.6271423096051504,0.6243210623829342,0.22680022890958407,-0.755469664031153,0.08411788557539124,0.24403697078115683
2475,45,N,no_signal,Rel_Min_30,0.44865146320629984,0.48398772523408606,0.6051507040610166,0.5972845901242512,0.1335214497700355,-0.6262722060100577,0.11193147911961901,0.10118813439294988
2476,60,N,keep,Rel_Min_30,0.5055762406480367,0.5580921052631579,0.5803389324013426,0.553174893410398,-0.4863847194571467,-0.08750110334240907,0.05337668884352587,0.16052631578947368
2477,90,N,no_signal,Rel_Min_30,0.5009839871582875,0.46022075688073394,0.5119117716907381,0.4225051633777078,-1.1151370385524226,-0.9531942216007316,0.0362850932747274,0.17416857798165136
2478,5,N,no_signal,Rel_Min_60,0.501914165615307,0.4991292232671543,0.6763084972279553,0.6753792854952503,0.17561060341676793,0.1839173245291582,0.02828897878918906,0.05257832844039741
2479,10,N,no_signal,Rel_Min_60,0.5142192512160189,0.5413686280652291,0.6579748819140054,0.6503430899975328,1.083753833512467,0.7961165823849512,0.047783835324240846,0.08604396178144416
2480,20,N,keep,Rel_Min_60,0.4848775399632257,0.5991574792690564,0.6429961945796117,0.6146321369070411,0.9668190075104711,0.32381901065173113,0.06233708612944373,0.18658798079659955
2481,30,N,no_signal,Rel_Min_60,0.5397545860023619,0.48190593321407277,0.6269659303694259,0.6214247548361688,-0.06677650648654504,-0.33991438816280733,0.09493063664503378,0.07498509242695289
2482,45,N,no_signal,Rel_Min_60,0.5424405883247722,0.5203104099457078,0.6046714359234631,0.5964188121393409,-0.257196489759784,-0.4513477727618916,0.09789499549512655,0.12947517507278306
2483,60,N,keep,Rel_Min_60,0.5143617207113232,0.611765350877193,0.5808231714358422,0.5513357121931612,-1.1389564286301517,-0.44073323891639765,0.05682549823067594,0.2149122807017544
2484,90,N,no_signal,Rel_Min_60,0.5168381212647031,0.5077229071100917,0.5117772759276665,0.42299425238639116,-0.821987300971356,-0.7749902646665938,0.05263046520978123,0.21143922018348624
2485,5,N,no_signal,Signal_Line,0.4997127270788786,0.5167272063823789,0.6764103656693888,0.6750572970337132,-0.011585733007296017,-0.007951144622241115,0.03187446074627779,0.08390970459935977
2486,10,N,no_signal,Signal_Line,0.49703264704733996,0.5171861675281505,0.6580845317631897,0.6521543448490857,0.008382097062929325,0.007566481130835714,0.030873622410501636,0.131119580918568
2487,20,N,no_signal,Signal_Line,0.5163927082844503,0.49119527884779596,0.6426988367458976,0.6174893581919014,-0.002196888960368249,-0.007336825407339002,0.07442737507625756,0.12324712043871801
2488,30,N,keep,Signal_Line,0.5543994380914608,0.5805102116875372,0.6262912633845921,0.6208959316919119,-0.015239430020670136,-0.0004398249306153601,0.12102747723893742,0.20087954680977937
2489,45,N,keep,Signal_Line,0.5250716684413137,0.33866747973876776,0.604801513598444,0.6005299117771247,-0.04307356008199571,0.006282503227850073,0.07029474743456232,0.28381461956094106
2490,60,N,keep,Signal_Line,0.5087854800632864,0.3037061403508772,0.5809842852690674,0.5721692522873729,-0.02458665388918169,0.03589114482326166,0.08413897054786658,0.31666666666666665
2491,90,N,keep,Signal_Line,0.5102011203245495,0.3464915424311926,0.506502383950789,0.4296722560424272,0.08392436658976016,0.11050238736174814,0.08214705695638111,0.3603784403669725
2492,5,N,keep,Signal_Line_EA10,0.49234827349961596,0.42951684330994677,0.6764775903614733,0.6754617840892327,0.001148067186551989,0.00068676666597538,0.04828751774477923,0.1392081736909323
2493,10,N,keep,Signal_Line_EA10,0.4838285428940733,0.43237786943733786,0.6587041534459415,0.652776395809976,0.002050324032138671,0.0007443080415825415,0.04726187711788652,0.1614194469099706
2494,20,N,no_signal,Signal_Line_EA10,0.5120454942982813,0.5185107876809807,0.6432085056541404,0.6164031143058192,0.001876018162390647,0.0003010325088269406,0.04780655537685098,0.10766807719311562
2495,30,N,keep,Signal_Line_EA10,0.4782736822513566,0.443817084078712,0.6285400543832704,0.6209261942130904,-0.0022697397225551674,0.0007170761464766934,0.06672442330147856,0.1358825283243888
2496,45,N,no_signal,Signal_Line_EA10,0.5150041538443537,0.4649461011881344,0.605782046599981,0.5967076459215079,0.004126938355511888,0.0011077346505418187,0.061572844388799834,0.1413958612007239
2497,60,N,keep,Signal_Line_EA10,0.4945223324133181,0.4043421052631579,0.5803157754365381,0.5532347913930596,0.0012002806080285116,0.0003675069883060308,0.051090792028309184,0.2614035087719298
2498,90,N,keep,Signal_Line_EA10,0.5348325408029697,0.43678325688073394,0.5116644987231536,0.42174646335835175,-0.0006933320981433088,0.000967514782473044,0.09197483653116564,0.3081995412844037
2499,5,N,keep,Signal_Line_EA25,0.5050257953313708,0.4307442238476721,0.6764782276851843,0.6754727103246125,0.000825094964446013,0.0005229428993010283,0.0597843577426469,0.15100097858718547
2500,10,N,keep,Signal_Line_EA25,0.48218663499298237,0.4082911293269984,0.6584726711083934,0.6528055377614697,0.0010929674011255193,0.0006721018681593595,0.06107527500416128,0.2170765241302494
2501,20,N,keep,Signal_Line_EA25,0.4944987905444896,0.4281105903337824,0.6432777500866455,0.6164485016733757,0.0013396790088569994,0.0002910276745062292,0.04861072597193722,0.17730886734093626
2502,30,N,keep,Signal_Line_EA25,0.5090146880587788,0.35573196183661293,0.6276110243118699,0.6208842500396181,-0.0006921346078904158,0.0007002402449220957,0.06264526864590235,0.274448419797257
2503,45,N,keep,Signal_Line_EA25,0.5045200847150229,0.40917853489653006,0.6052690303214119,0.5966664585509295,0.0018790974612351416,0.0008395915773830679,0.04972444215625475,0.17995121567393185
2504,60,N,keep,Signal_Line_EA25,0.5016470435568156,0.3392982456140351,0.5802253313949175,0.5532303908206054,0.00048112163935680566,0.00023399750061892346,0.03241681182277811,0.3201754385964912
2505,90,N,keep,Signal_Line_EA25,0.5096962789868107,0.4341671444954128,0.5120742146252819,0.4217513564574817,-0.0008616844526966583,0.0006802231215264151,0.042633397521742944,0.3517775229357798
2506,5,N,keep,Signal_Line_EA5,0.4921271424538043,0.4489890696787249,0.6764198716280309,0.6754371276725503,0.0016643824799011963,0.001029739747954056,0.04898842418462863,0.1123882503192848
