,Date,Close,Close_slope5,Close_slope25
3772,2020-06-29,235.8085174560547,-1.50414,0.62661
3771,2020-06-26,233.264404296875,-1.53911,0.67962
3770,2020-06-25,238.90609741210938,0.13574,0.755
3769,2020-06-24,236.65330505371094,0.45951,0.74264
3768,2020-06-23,241.63475036621094,1.37597,0.7821
3767,2020-06-22,239.5956268310547,0.89745,0.75377
3766,2020-06-19,236.7562255859375,1.20297,0.76677
3765,2020-06-18,236.79501342773438,2.1006,0.80323
3764,2020-06-17,236.1552276611328,2.53681,0.84486
3763,2020-06-16,235.40887451171875,-0.19483,0.84943
3762,2020-06-15,231.43446350097656,-1.88444,0.80292
3761,2020-06-12,228.65240478515625,-1.99882,0.80223
3760,2020-06-11,226.84939575195312,-0.64657,0.8462
3759,2020-06-10,238.67555236816406,2.51937,0.92295
3758,2020-06-09,235.84507751464844,1.91352,0.88223
3757,2020-06-08,234.148681640625,1.43853,0.87035
3756,2020-06-05,232.3456573486328,1.03333,0.87669
3755,2020-06-04,227.82843017578125,0.5787,0.82437
3754,2020-06-03,229.43759155273438,1.51898,0.80091
3753,2020-06-02,228.4100799560547,1.42981,0.81653
3752,2020-06-01,226.88818359375,1.27084,0.78731
3751,2020-05-29,226.20960998535156,0.80941,0.77373
3750,2020-05-28,222.94290161132812,0.27821,0.78156
3749,2020-05-27,223.23365783691406,-0.19678,0.80101
3748,2020-05-26,222.02197265625,0.25493,0.85777
3747,2020-05-22,222.6230010986328,0.62717,0.83747
3746,2020-05-21,221.85716247558594,1.46954,0.77618
3745,2020-05-20,224.29998779296875,2.20142,0.73009
3744,2020-05-19,219.90884399414062,2.00077,0.68211
3743,2020-05-18,220.46128845214844,1.41042,0.63992
3742,2020-05-15,216.42881774902344,-0.72605,0.66003
3741,2020-05-14,215.03289794921875,-1.31737,0.72169
3740,2020-05-13,212.6191864013672,-0.74642,0.78319
3739,2020-05-12,215.31402587890625,1.09441,0.89029
3738,2020-05-11,219.9185028076172,2.35361,0.95262
3737,2020-05-08,217.97007751464844,2.27219,1.06709
3736,2020-05-07,215.0232391357422,2.12678,1.14499
3735,2020-05-06,212.2896270751953,0.49437,1.2565
3734,2020-05-05,210.9906768798828,-0.61749,1.29349
3733,2020-05-04,208.6254119873047,0.11438,1.30747
3732,2020-05-01,206.221435546875,0.17158,1.38631
3731,2020-04-30,212.202392578125,1.31639,1.40782
3730,2020-04-29,212.2896270751953,1.41719,1.43989
3729,2020-04-28,205.01943969726562,0.5913,1.43161
3728,2020-04-27,208.9550323486328,2.34682,1.5878
3727,2020-04-24,207.28775024414062,0.75902,1.67512
3726,2020-04-23,204.0695037841797,-1.09633,1.68326
3725,2020-04-22,204.50570678710938,-1.45015,1.70578
3724,2020-04-21,198.61196899414062,-0.92961,1.6489
3723,2020-04-20,206.221435546875,0.73864,1.74382
3722,2020-04-17,208.69326782226562,2.51159,1.53012
3721,2020-04-16,206.71578979492188,3.02245,1.4103
3720,2020-04-15,203.0128173828125,2.784,1.12182
3719,2020-04-14,205.36843872070312,3.23574,0.77725
3718,2020-04-13,196.80899047851562,1.7022,0.49894
3717,2020-04-09,194.70542907714844,3.78729,0.16325
3716,2020-04-08,194.42431640625,4.08585,-0.17988
3715,2020-04-07,190.38209533691406,3.74657,-0.57173
3714,2020-04-06,190.4596405029297,1.28149,-0.83231
3713,2020-04-03,177.75132751464844,-2.10642,-1.14621
3712,2020-04-02,180.3104705810547,-0.80554,-1.22368
3711,2020-04-01,176.7238311767578,-1.36487,-1.30891
3710,2020-03-31,184.56593322753906,1.58393,-1.44076
3709,2020-03-30,186.1556854248047,1.91546,-1.61597
3708,2020-03-27,179.62225341796875,3.67582,-1.84256
3707,2020-03-26,186.02000427246094,5.32818,-2.06157
3706,2020-03-25,176.71414184570312,2.26428,-2.35166
3705,2020-03-24,178.03244018554688,0.78021,-2.53673
3704,2020-03-23,165.23692321777344,-2.76004,-2.6745
3703,2020-03-20,165.1177215576172,-0.1625,-2.6458
3702,2020-03-19,171.85011291503906,-2.13385,-2.56244
3701,2020-03-18,170.82479858398438,-1.12593,-2.502
3700,2020-03-17,176.18356323242188,-3.30623,-2.36902
3699,2020-03-16,163.7634735107422,-7.01292,-2.24803
3698,2020-03-13,186.0500030517578,-2.82935,-1.94103
3697,2020-03-12,171.521240234375,-5.7796,-1.82117
3696,2020-03-11,188.83584594726562,-3.54514,-1.51026
3695,2020-03-10,197.43515014648438,-4.47279,-1.32794
3694,2020-03-09,187.2397918701172,-4.06459,-1.16216
3693,2020-03-06,201.21728515625,-1.42095,-0.85127
3692,2020-03-05,204.6704864501953,1.29424,-0.69271
3691,2020-03-04,211.083740234375,2.78969,-0.55078
3690,2020-03-03,202.6295166015625,-0.31147,-0.46216
3689,2020-03-02,209.342529296875,-0.82994,-0.25668
3688,2020-02-28,199.0698699951172,-3.9572,-0.153
3687,2020-02-27,198.91510009765625,-5.23985,0.04121
3686,2020-02-26,209.40057373046875,-4.98159,0.25738
3685,2020-02-25,208.32688903808594,-5.47588,0.38753
3684,2020-02-24,214.14999389648438,-3.22982,0.53258
3683,2020-02-21,222.73963928222656,-0.84059,0.63518
3682,2020-02-20,227.1021270751953,0.38304,0.67139
3681,2020-02-19,229.23020935058594,0.5978,0.65726
3680,2020-02-18,227.05381774902344,0.56201,0.60314
3679,2020-02-14,226.9667205810547,0.70612,0.58136
3678,2020-02-13,226.3186492919922,1.14528,0.54332
3677,2020-02-12,226.6088104248047,1.06112,0.51655
3676,2020-02-11,224.42274475097656,0.90539,0.48883
3675,2020-02-10,224.38404846191406,0.96537,0.46875
3674,2020-02-07,221.70465087890625,1.5825,0.44915
3673,2020-02-06,222.6622772216797,2.71617,0.42542
3672,2020-02-05,220.7566680908203,1.89977,0.41411
3671,2020-02-04,220.0312042236328,1.0737,0.41234
3670,2020-02-03,215.10768127441406,-0.08512,0.39342
3669,2020-01-31,211.9059295654297,0.2989,0.41182
3668,2020-01-30,215.32046508789062,0.33952,0.47253
3667,2020-01-29,214.55630493164062,-0.65873,0.49477
3666,2020-01-28,214.2080841064453,-1.09595,0.52159
3665,2020-01-27,210.96762084960938,-1.11529,0.55162
3664,2020-01-24,215.41720581054688,-0.00483,0.61751
3663,2020-01-23,217.2454071044922,0.49429,0.63362
3662,2020-01-22,216.54891967773438,0.81253,0.62228
3661,2020-01-21,215.9782257080078,0.92957,0.62471
3660,2020-01-17,216.07496643066406,0.68292,0.62615
3659,2020-01-16,215.01095581054688,0.66938,0.62745
3658,2020-01-15,212.96990966796875,0.38788,0.63499
3657,2020-01-14,212.8828887939453,0.75642,0.64742
3656,2020-01-13,213.7244110107422,1.17236,0.64012
3655,2020-01-10,211.2868194580078,0.88991,0.6322
3654,2020-01-09,211.82855224609375,1.08435,0.6384
3653,2020-01-08,210.0487060546875,0.32211,0.63604
3652,2020-01-07,208.481689453125,0.50687,0.62391
3651,2020-01-06,208.5106964111328,0.79996,0.59789
3650,2020-01-03,207.1758270263672,0.49237,0.55511
3649,2020-01-02,209.09107971191406,0.36178,0.53101
3648,2019-12-31,205.65713500976562,-0.01935,0.48377
3647,2019-12-30,205.2702178955078,0.24085,0.48296
3646,2019-12-27,206.62440490722656,0.64769,0.47883
3645,2019-12-26,206.7985382080078,0.71968,0.449
3644,2019-12-24,204.98974609375,0.68221,0.39771
3643,2019-12-23,204.88330078125,0.76429,0.35909
3642,2019-12-20,204.34356689453125,0.61291,0.31606
3641,2019-12-19,203.52320861816406,0.7355,0.28466
3640,2019-12-18,202.2587432861328,0.7992,0.25241
3639,2019-12-17,202.10427856445312,1.11771,0.22636
3638,2019-12-16,201.9884796142578,1.24994,0.20108
3637,2019-12-13,199.98081970214844,0.85421,0.16829
3636,2019-12-12,199.32449340820312,0.37932,0.15674
3635,2019-12-11,197.8477325439453,0.30886,0.1527
3634,2019-12-10,196.80531311035156,0.40345,0.15441
3633,2019-12-09,196.96937561035156,0.76154,0.16398
3632,2019-12-06,197.86705017089844,0.52314,0.18005
3631,2019-12-05,195.77256774902344,-0.49322,0.19923
3630,2019-12-04,195.386474609375,-1.05303,0.23427
3629,2019-12-03,194.40194702148438,-0.91115,0.2773
3628,2019-12-02,195.93666076660156,-0.18821,0.31181
3627,2019-11-29,197.9635772705078,0.80691,0.34531
3626,2019-11-27,198.87081909179688,1.10612,0.36688
3625,2019-11-26,197.4906005859375,0.71811,0.38787
3624,2019-11-25,197.1141815185547,0.1332,0.4157
3623,2019-11-22,194.80735778808594,-0.40056,0.4241
3622,2019-11-21,194.68185424804688,-0.32238,0.46267
3621,2019-11-20,195.1162109375,0.18339,0.47839
3620,2019-11-19,196.2937774658203,0.50191,0.48827
3619,2019-11-18,196.00421142578125,0.42276,0.47533
3618,2019-11-15,195.84974670410156,0.36581,0.47962
3617,2019-11-14,194.42127990722656,0.0994,0.47638
3616,2019-11-13,194.57568359375,0.25384,0.50032
3615,2019-11-12,194.5274200439453,0.39477,0.52616
3614,2019-11-11,193.96762084960938,0.28667,0.55796
3613,2019-11-08,194.22828674316406,0.23938,0.55825
3612,2019-11-07,193.45603942871094,0.26833,0.54142
3611,2019-11-06,192.80934143066406,0.64668,0.5475
3610,2019-11-05,193.2437286376953,0.91308,0.56739
3609,2019-11-04,193.1375274658203,0.9652,0.54257
3608,2019-11-01,191.95030212402344,0.35134,0.49549
3607,2019-10-31,190.22267150878906,0.22201,0.46776
3606,2019-10-30,190.1357421875,0.59843,0.42758
3605,2019-10-29,189.21881103515625,1.0733,0.37631
3604,2019-10-28,190.695556640625,1.43429,0.34788
3603,2019-10-25,188.8327178955078,0.65056,0.27615
3602,2019-10-24,187.33665466308594,0.35038,0.21855
3601,2019-10-23,185.53175354003906,-0.2413,0.15389
3600,2019-10-22,185.17457580566406,-0.24517,0.10891
3599,2019-10-21,186.66098022460938,-0.1554,0.06672
3598,2019-10-18,185.0201416015625,0.11871,0.01812
3597,2019-10-17,186.81546020507812,0.65924,-0.02327
3596,2019-10-16,186.32318115234375,1.07428,-0.08841
3595,2019-10-15,186.78646850585938,1.44685,-0.14204
3594,2019-10-14,184.44107055664062,1.46905,-0.18513
3593,2019-10-11,184.46031188964844,0.86868,-0.21207
3592,2019-10-10,182.1148681640625,-0.12258,-0.24298
3591,2019-10-09,180.71533203125,-0.10329,-0.25205
3590,2019-10-08,178.96832275390625,0.47392,-0.21444
3589,2019-10-07,181.690185546875,0.64669,-0.13499
3588,2019-10-04,182.2403564453125,-0.11582,-0.09905
3587,2019-10-03,179.5957489013672,-0.64475,-0.07346
3586,2019-10-02,177.64596557617188,-1.00575,0.0028
3585,2019-10-01,180.7539520263672,-0.59747,0.10341
3584,2019-09-30,182.2403564453125,-0.13224,0.16949
3583,2019-09-27,180.52232360839844,-0.53375,0.24306
3582,2019-09-26,182.79054260253906,-0.24053,0.27562
3581,2019-09-25,183.46621704101562,-0.69396,0.28054
3580,2019-09-24,181.42959594726562,-0.99194,0.29262
3579,2019-09-23,183.87156677246094,-0.49625,0.3095
3578,2019-09-20,183.79049682617188,-0.14641,0.32824
3577,2019-09-19,185.75555419921875,0.13871,0.36985
3576,2019-09-18,185.44729614257812,-0.131,0.38382
3575,2019-09-17,185.52439880371094,-0.11655,0.34335
3574,2019-09-16,184.6381378173828,0.21095,0.33497
3573,2019-09-13,185.46658325195312,0.50956,0.31031
3572,2019-09-12,186.1312255859375,0.43539,0.25778
3571,2019-09-11,185.36061096191406,0.03371,0.23109
3570,2019-09-10,183.63636779785156,0.3882,0.21426
3569,2019-09-09,184.16619873046875,1.38132,0.23037
3568,2019-09-06,184.55148315429688,1.38421,0.17497
3567,2019-09-05,184.73448181152344,0.82647,0.08798
3566,2019-09-04,181.41123962402344,0.40553,-0.01035
3565,2019-09-03,178.8297119140625,0.4643,-0.09979
3564,2019-08-30,180.58282470703125,0.84671,-0.16684
3563,2019-08-29,181.01634216308594,1.15303,-0.25073
3562,2019-08-28,178.29025268554688,-0.33715,-0.31547
3561,2019-08-27,177.65451049804688,-1.11739,-0.36541
3560,2019-08-26,178.0301971435547,-1.04609,-0.38945
3559,2019-08-23,175.38121032714844,-1.12412,-0.3991
3558,2019-08-22,181.11265563964844,0.50861,-0.36304
3557,2019-08-21,181.70021057128906,1.31486,-0.3902
3556,2019-08-20,180.10116577148438,1.37746,-0.41803
3555,2019-08-19,181.50755310058594,0.26971,-0.43566
3554,2019-08-16,178.66592407226562,-0.34485,-0.47167
3553,2019-08-15,175.84353637695312,-0.91222,-0.46952
3552,2019-08-14,176.04586791992188,-0.87657,-0.4233
3551,2019-08-13,181.4690399169922,0.42095,-0.37304
3550,2019-08-12,177.57742309570312,0.42576,-0.35286
3549,2019-08-09,179.6388397216797,1.59131,-0.28363
3548,2019-08-08,181.34384155273438,0.51439,-0.24296
3547,2019-08-07,177.48109436035156,-1.53064,-0.21942
3546,2019-08-06,176.52749633789062,-2.41779,-0.14219
3545,2019-08-05,174.09043884277344,-2.87534,-0.04449
3544,2019-08-02,180.4672393798828,-1.75025,0.10444
3543,2019-08-01,183.16439819335938,-1.3293,0.19619
3542,2019-07-31,184.07948303222656,-0.56928,0.26665
3541,2019-07-30,186.6610107421875,-0.13679,0.33237
3540,2019-07-29,187.4701690673828,0.17339,0.33899
3539,2019-07-26,188.1155548095703,0.48452,0.3334
3538,2019-07-25,186.19862365722656,0.69355,0.31409
3537,2019-07-24,187.98072814941406,0.79373,0.3243
3536,2019-07-23,186.67063903808594,0.31692,0.31801
3535,2019-07-22,185.4569549560547,-0.23407,0.34172
3534,2019-07-19,183.99278259277344,-0.67525,0.37959
3533,2019-07-18,185.35098266601562,-0.40168,0.41755
3532,2019-07-17,185.1390380859375,-0.07899,0.44559
3531,2019-07-16,186.05419921875,0.28032,0.45857
3530,2019-07-15,187.01744079589844,0.76579,0.4578
3529,2019-07-12,186.42018127441406,0.90546,0.45841
3528,2019-07-11,185.35098266601562,0.53846,0.48541
3527,2019-07-10,185.48582458496094,0.1782,0.52344
3526,2019-07-09,183.65565490722656,-0.04142,0.55936
3525,2019-07-08,182.7405242919922,0.18687,0.64271
3524,2019-07-05,184.0313262939453,1.04033,0.68573
3523,2019-07-03,184.406982421875,1.26669,0.67887
3522,2019-07-02,183.02951049804688,1.07885,0.66394
3521,2019-07-01,182.30706787109375,0.92569,0.63813
3520,2019-06-28,179.87965393066406,-0.12233,0.60403
3519,2019-06-27,179.6484832763672,-0.54694,0.58489
3518,2019-06-26,178.96453857421875,-0.81981,0.5369
3517,2019-06-25,178.1361541748047,-0.36679,0.48422
3516,2019-06-24,181.24746704101562,0.5567,0.45326
3515,2019-06-21,181.24172973632812,1.16298,0.35979
3514,2019-06-20,181.5108184814453,1.51763,0.24552
3513,2019-06-19,179.8384246826172,1.07166,0.14219
3512,2019-06-18,179.16561889648438,0.81312,0.07395
3511,2019-06-17,176.5994415283203,0.0942,0.02497
3510,2019-06-14,175.54214477539062,-0.09611,-0.0611
3509,2019-06-13,176.29183959960938,0.37965,-0.13362
3508,2019-06-12,175.25381469726562,1.13607,-0.22094
3507,2019-06-11,176.2726287841797,1.91459,-0.3003
3506,2019-06-10,176.03231811523438,2.04818,-0.4198
3505,2019-06-07,174.00433349609375,2.35863,-0.54244
3504,2019-06-06,170.70762634277344,1.28889,-0.6123
3503,2019-06-05,169.36204528808594,-0.01537,-0.65125
3502,2019-06-04,168.11257934570312,-0.85446,-0.67377
3501,2019-06-03,163.50868225097656,-1.61665,-0.68708
3500,2019-05-31,167.1898651123047,-0.87848,-0.63916
3499,2019-05-30,169.9002685546875,-0.48921,-0.61136
3498,2019-05-29,169.18907165527344,-1.03224,-0.59161
3497,2019-05-28,170.5923309326172,-1.10914,-0.56051
3496,2019-05-24,171.23623657226562,-0.68817,-0.51167
3495,2019-05-23,171.32273864746094,-0.81793,-0.45687
3494,2019-05-22,173.98509216308594,-0.86791,-0.39397
3493,2019-05-21,174.7636260986328,-0.72086,-0.34535
3492,2019-05-20,172.9566650390625,-0.11822,-0.29479
3491,2019-05-17,175.9265899658203,1.27927,-0.22291
3490,2019-05-16,177.7431640625,0.42002,-0.16929
3489,2019-05-15,175.9746551513672,-0.75162,-0.13626
3488,2019-05-14,173.5237274169922,-1.6003,-0.07637
3487,2019-05-13,171.6399383544922,-1.54648,0.0033
3486,2019-05-10,177.8104248046875,-1.0909,0.10936
3485,2019-05-09,177.58941650390625,-1.61952,0.16665
3484,2019-05-08,178.55050659179688,-0.91789,0.22457
3483,2019-05-07,179.0022735595703,-0.3412,0.28146
3482,2019-05-06,182.55850219726562,0.28643,0.33771
3481,2019-05-03,183.6830291748047,-0.12014,0.3764
3480,2019-05-02,180.79957580566406,-0.68913,0.40823
3479,2019-05-01,181.5877227783203,-0.40462,0.46307
3478,2019-04-30,182.1739959716797,0.01923,0.49227
3477,2019-04-29,183.5965118408203,0.22683,0.51567
3476,2019-04-26,183.2408447265625,0.5411,0.51346
3475,2019-04-25,183.07740783691406,0.76601,0.47002
3474,2019-04-24,182.33738708496094,0.77274,0.44717
3473,2019-04-23,182.91409301757812,0.80639,0.43009
3472,2019-04-22,180.61700439453125,0.48154,0.40468
3471,2019-04-18,180.10755920410156,0.42387,0.39724
3470,2019-04-17,179.87693786621094,0.47194,0.40211
3469,2019-04-16,179.25216674804688,0.27777,0.39849
3468,2019-04-15,178.63702392578125,0.29987,0.40507
3467,2019-04-12,178.60816955566406,0.18742,0.41808
3466,2019-04-11,177.8392333984375,0.1038,0.45444
3465,2019-04-10,178.26222229003906,0.32102,0.48511
3464,2019-04-09,177.3106231689453,0.27104,0.48241
3463,2019-04-08,177.93539428710938,0.54593,0.47142
3462,2019-04-05,177.483642578125,0.59785,0.44776
3461,2019-04-04,176.57061767578125,0.94578,0.42073
3460,2019-04-03,176.63783264160156,1.34655,0.40563
3459,2019-04-02,175.62863159179688,1.28695,0.3783
3458,2019-04-01,174.96539306640625,0.7439,0.35232
3457,2019-03-29,172.67794799804688,0.20569,0.32766
3456,2019-03-28,171.3804168701172,-0.07881,0.32492
3455,2019-03-27,170.9863739013672,-0.8506,0.34117
3454,2019-03-26,172.09169006347656,-0.55457,0.3506
3453,2019-03-25,171.29388427734375,-0.27489,0.34431
3452,2019-03-22,171.62071228027344,0.35946,0.34376
3451,2019-03-21,175.474853515625,0.99938,0.34145
3450,2019-03-20,172.7740478515625,0.74641,0.2968
3449,2019-03-19,172.09169006347656,0.65205,0.27145
3448,2019-03-18,171.51498413085938,0.72046,0.26818
3447,2019-03-15,171.1074981689453,0.79247,0.26117
3446,2019-03-14,169.53411865234375,1.28176,0.25361
3445,2019-03-13,169.82188415527344,1.50433,0.23404
3444,2019-03-12,168.5554962158203,0.7253,0.20251
3443,2019-03-11,167.6344757080078,-0.19475,0.19251
3442,2019-03-08,164.2190399169922,-0.92293,0.20559
3441,2019-03-07,164.46847534179688,-0.65047,0.24117
3440,2019-03-06,166.51197814941406,0.08634,0.29399
3439,2019-03-05,167.4617462158203,0.3022,0.35854
3438,2019-03-04,167.33705139160156,0.2149,0.3911
3437,2019-03-01,167.3082733154297,0.11801,0.3984
3436,2019-02-28,166.15699768066406,0.06428,0.41641
3435,2019-02-27,166.54075622558594,0.45571,0.44698
3434,2019-02-26,166.6463165283203,0.46051,0.46742
3433,2019-02-25,166.47357177734375,0.29932,0.4489
3432,2019-02-22,165.86920166015625,0.11896,0.44021
3431,2019-02-21,164.6507568359375,0.10648,0.44161
3430,2019-02-20,165.25518798828125,0.33963,0.44714
3429,2019-02-19,165.28399658203125,0.35594,0.46736
3428,2019-02-15,164.95777893066406,0.71091,0.46513
3427,2019-02-14,164.2670440673828,0.7608,0.45238
3426,2019-02-13,164.0655059814453,0.75695,0.44275
3425,2019-02-12,163.95040893554688,0.08731,0.43897
3424,2019-02-11,161.56153869628906,-0.69268,0.44053
3423,2019-02-08,161.71502685546875,-0.45475,0.473
3422,2019-02-07,161.39842224121094,0.24464,0.55172
3421,2019-02-06,163.59539794921875,0.79629,0.57497
3420,2019-02-05,164.08473205566406,1.15799,0.57189
3419,2019-02-04,162.64564514160156,1.69717,0.56333
3418,2019-02-01,160.65008544921875,1.46498,0.55513
3417,2019-01-31,161.33126831054688,0.82411,0.55995
3416,2019-01-30,158.9519805908203,0.13239,0.62625
3415,2019-01-29,155.0088653564453,-0.11992,0.66582
3414,2019-01-28,156.4863739013672,0.51233,0.68947
3413,2019-01-25,158.44349670410156,0.1017,0.67139
3412,2019-01-24,156.57269287109375,-0.37993,0.59273
3411,2019-01-23,155.56529235839844,-0.20052,0.53622
3410,2019-01-22,155.36383056640625,0.1938,0.45297
3409,2019-01-18,158.5394287109375,1.26736,0.3351
3408,2019-01-17,156.98526000976562,0.85962,0.1879
3407,2019-01-16,155.7572021484375,0.36744,0.06847
3406,2019-01-15,155.7859649658203,0.10648,-0.03428
3405,2019-01-14,152.80226135253906,-0.06044,-0.1222
3404,2019-01-11,154.1646270751953,0.66774,-0.23002
3403,2019-01-10,154.73065185546875,1.23089,-0.33586
3402,2019-01-09,154.28936767578125,2.4263,-0.50236
3401,2019-01-08,153.0421142578125,1.68374,-0.63053
3400,2019-01-07,151.67019653320312,0.86441,-0.72949
3399,2019-01-04,149.88577270507812,0.19955,-0.81358
3398,2019-01-03,143.7360382080078,-0.43653,-0.8259
3397,2019-01-02,148.59051513671875,0.58043,-0.76688
3396,2018-12-31,147.99575805664062,2.11355,-0.71461
3395,2018-12-28,146.75814819335938,2.03315,-0.66378
3394,2018-12-27,146.83486938476562,0.73873,-0.58572
3393,2018-12-26,146.26881408691406,-1.11422,-0.5298
3392,2018-12-24,137.67269897460938,-3.44193,-0.50994
3391,2018-12-21,141.1735076904297,-2.47295,-0.39859
3390,2018-12-20,145.68887329101562,-1.95924,-0.27894
3389,2018-12-19,147.83181762695312,-2.27684,-0.20268
3388,2018-12-18,151.55320739746094,-2.00228,-0.13618
3387,2018-12-17,150.6060791015625,-1.56223,-0.14403
3386,2018-12-14,154.09793090820312,-0.2382,-0.15874
3385,2018-12-13,157.94366455078125,0.90117,-0.20573
3384,2018-12-12,157.8958282470703,-0.13871,-0.23335
3383,2018-12-11,156.51828002929688,-0.76913,-0.2454
3382,2018-12-10,156.00164794921875,-2.18691,-0.24451
3381,2018-12-07,154.38491821289062,-2.04916,-0.25788
3380,2018-12-06,159.6560516357422,-0.59027,-0.22868
3379,2018-12-04,158.53672790527344,-0.1703,-0.21154
3378,2018-12-03,164.86029052734375,1.76503,-0.16016
3377,2018-11-30,162.02859497070312,1.69041,-0.20415
3376,2018-11-29,160.8614501953125,2.26632,-0.26284
3375,2018-11-28,161.3876495361328,1.99846,-0.25811
3374,2018-11-27,156.35562133789062,1.05998,-0.33074
3373,2018-11-26,155.82948303222656,0.16359,-0.35533
3372,2018-11-23,152.30892944335938,-1.74781,-0.3591
3371,2018-11-21,153.41868591308594,-2.27492,-0.32162
3370,2018-11-20,152.2611083984375,-1.7325,-0.32125
3369,2018-11-19,155.03543090820312,-0.62373,-0.29624
3368,2018-11-16,160.2396240234375,0.37884,-0.24144
3367,2018-11-15,160.8040313720703,-0.76437,-0.24984
3366,2018-11-14,158.03932189941406,-2.25484,-0.21719
3365,2018-11-13,159.25424194335938,-2.52079,-0.17459
3364,2018-11-12,159.12030029296875,-1.13652,-0.2091
3363,2018-11-09,164.0853729248047,0.89352,-0.22746
3362,2018-11-08,166.89794921875,1.60527,-0.29582
3361,2018-11-07,167.96937561035156,0.75577,-0.40565
3360,2018-11-06,162.86090087890625,-0.21619,-0.55189
3359,2018-11-05,161.63632202148438,0.53954,-0.63766
3358,2018-11-02,162.03811645507812,1.76406,-0.70347
3357,2018-11-01,164.60191345214844,1.6636,-0.75727
3356,2018-10-31,162.45904541015625,-0.30805,-0.825
3355,2018-10-30,158.72813415527344,-0.63809,-0.84738
3354,2018-10-29,156.1547088623047,-1.79468,-0.82068
3353,2018-10-26,159.43606567382812,-1.59856,-0.75262
3352,2018-10-25,163.6453399658203,-1.19487,-0.69767
3351,2018-10-24,158.17324829101562,-1.47612,-0.68142
3350,2018-10-23,165.75953674316406,-0.69931,-0.58282
3349,2018-10-22,166.3717803955078,-1.04179,-0.5488
3348,2018-10-19,165.52040100097656,-0.2315,-0.50087
3347,2018-10-18,165.67343139648438,0.26786,-0.46256
3346,2018-10-17,169.60525512695312,1.74877,-0.42271
3345,2018-10-16,169.53831481933594,1.3001,-0.39688
3344,2018-10-15,164.7454833984375,-1.1719,-0.37149
3343,2018-10-12,166.76400756835938,-1.86453,-0.28173
3342,2018-10-11,162.2485809326172,-2.71882,-0.20002
3341,2018-10-10,164.2862548828125,-2.08743,-0.07457
3340,2018-10-09,171.8438720703125,-1.52778,0.02479
3339,2018-10-08,171.28900146484375,-1.83677,0.03581
3338,2018-10-05,172.34132385253906,-1.47419,0.04965
3337,2018-10-04,174.4746551513672,-0.67348,0.06043
3336,2018-10-03,177.8899383544922,0.01913,0.05133
3335,2018-10-02,177.6985321044922,0.31569,0.02981
3334,2018-10-01,178.100341796875,0.5338,0.01135
3333,2018-09-28,177.73684692382812,0.5252,0.00399
3332,2018-09-27,177.77511596679688,0.50511,0.01212
3331,2018-09-26,176.28271484375,0.05009,0.01367
3330,2018-09-25,176.1584014892578,0.29065,0.03255
3329,2018-09-24,175.91920471191406,0.36019,0.05539
3328,2018-09-21,175.43130493164062,0.63217,0.0757
3327,2018-09-20,176.39581298828125,0.2693,0.09804
3326,2018-09-19,174.46682739257812,-0.45933,0.11307
3325,2018-09-18,174.6005096435547,-0.25496,0.1238
3324,2018-09-17,173.1680908203125,-0.2053,0.14223
3323,2018-09-14,175.69869995117188,0.5682,0.17137
3322,2018-09-13,176.21437072753906,0.7353,0.16235
3321,2018-09-12,174.35218811035156,0.33899,0.14567
3320,2018-09-11,174.86785888671875,-0.07163,0.14771
3319,2018-09-10,173.5309600830078,-1.01223,0.14984
3318,2018-09-07,172.948486328125,-1.44386,0.17323
3317,2018-09-06,173.61692810058594,-1.18411,0.20609
3316,2018-09-05,175.18304443359375,-0.68182,0.25235
3315,2018-09-04,177.47482299804688,0.22822,0.2854
3314,2018-08-31,178.2388153076172,0.61306,0.30221
3313,2018-08-30,178.0095977783203,0.97976,0.28136
3312,2018-08-29,178.32473754882812,1.33786,0.23475
3311,2018-08-28,176.29078674316406,1.01606,0.15591
3310,2018-08-27,176.0329132080078,0.89572,0.11673
3309,2018-08-24,174.25672912597656,0.57296,0.08349
3308,2018-08-23,172.6524658203125,0.30941,0.06953
3307,2018-08-22,172.9007110595703,0.28457,0.06869
3306,2018-08-21,172.2322998046875,0.20436,0.05614
3305,2018-08-20,171.60198974609375,-0.27407,0.04644
3304,2018-08-17,171.75479125976562,-0.24351,0.05259
3303,2018-08-16,171.71661376953125,-0.23778,0.05304
3302,2018-08-15,171.1531982421875,-0.42303,0.055
3301,2018-08-14,173.2731475830078,-0.26069,0.08914
3300,2018-08-13,172.194091796875,-0.4259,0.09208
3299,2018-08-10,172.38507080078125,-0.10792,0.10392
3298,2018-08-09,173.71240234375,0.43353,0.12548
3297,2018-08-08,173.81744384765625,0.63981,0.15387
3296,2018-08-07,173.60739135742188,1.04758,0.19329
3295,2018-08-06,172.97715759277344,1.17841,0.20895
3294,2018-08-03,171.96490478515625,1.24333,0.23443
3293,2018-08-02,171.4396209716797,0.55672,0.26712
3292,2018-08-01,169.13827514648438,-0.67132,0.3114
3291,2018-07-31,168.4984130859375,-1.68834,0.35087
3290,2018-07-30,167.21885681152344,-1.4878,0.39919
3289,2018-07-27,169.61570739746094,-0.3944,0.42177
3288,2018-07-26,171.93621826171875,0.51375,0.41709
3287,2018-07-25,174.5814208984375,0.84895,0.37423
3286,2018-07-24,172.1750030517578,0.12128,0.31387
3285,2018-07-23,171.46832275390625,-0.22537,0.26817
