,r,class_balance,flag,indicator,Weighted_Accuracy,Balanced_Accuracy,auc_rs,auc_ts,log_loss_rs,log_loss_ts,f1_rs,f1_ts,accuracy_rs,accuracy_ts,pos_acc_rs,pos_acc_ts,pos_count_rs,neg_acc_rs,neg_acc_ts,pos_count_ts,neg_count_rs,neg_count_ts,ks_rs,ks_ts
641,45,Y,no_signal,BB_Mid_MA5,0.464,0.4451,0.6288475714636743,0.4776536312849162,0.6558065182658931,0.7647601361849545,0.7065740245857831,0.5663430420711973,0.6176880222841226,0.464,0.6512315270935961,0.4888268156424581,1015,0.5368171021377672,0.4014084507042254,358,421,142,0.19737430232966313,0.13018333464473994
642,60,Y,no_signal,BB_Mid_MA5,0.486,0.4708,0.6546374258206519,0.4624671052631579,0.6362706989720082,0.7861305427802844,0.7602397602397603,0.5965463108320251,0.6645702306079665,0.486,0.7254528122020972,0.5,1049,0.4973821989528796,0.44166666666666665,380,382,120,0.2558232971815591,0.09035087719298246
643,90,Y,keep,BB_Mid_MA5,0.486,0.412,0.6462936483704508,0.3935278096330275,0.6276111948830344,0.7954119779873576,0.753838533927687,0.6344238975817923,0.650492264416315,0.486,0.6740478299379983,0.5114678899082569,1129,0.5597269624573379,0.3125,436,293,64,0.24762921066394195,0.2578841743119266
644,5,Y,no_signal,BB_Mid_MA50,0.476,0.481,0.5954239694207355,0.47352838732149083,0.6785551909353631,0.7771656113105574,0.6189320388349514,0.5075187969924811,0.5662983425414365,0.476,0.5950991831971996,0.45454545454545453,857,0.5245346869712352,0.5073891625615764,297,591,203,0.15866152536985154,0.08546880960674064
645,10,Y,no_signal,BB_Mid_MA50,0.534,0.5209,0.637350014076432,0.49116761516907714,0.6600853622973585,0.7810595174955638,0.6370820668693008,0.609715242881072,0.5871369294605809,0.534,0.5739320920043811,0.5669781931464174,913,0.6097560975609756,0.4748603351955307,321,533,179,0.2167606122939652,0.07688960824239893
646,20,Y,no_signal,BB_Mid_MA50,0.488,0.4905,0.6645670063949694,0.47725763297216267,0.6477836110211013,0.849161959051667,0.6847888953152113,0.569023569023569,0.6223146223146223,0.488,0.6238145416227608,0.48424068767908307,949,0.6194331983805668,0.4966887417218543,349,494,151,0.24984748488713882,0.08256323649405112
647,30,Y,no_signal,BB_Mid_MA50,0.46,0.4779,0.6767341946605394,0.49344066785927254,0.6406765482125901,0.8389056918316669,0.7102803738317757,0.5229681978798586,0.6340277777777777,0.46,0.6598569969356486,0.43023255813953487,979,0.579175704989154,0.5256410256410257,344,461,156,0.24945105346772461,0.08750745378652355
648,45,Y,no_signal,BB_Mid_MA50,0.504,0.4879,0.6701929489954718,0.5127468722952238,0.6406696856491025,0.7544177152599852,0.7170626349892009,0.6025641025641025,0.6350974930362117,0.504,0.6541871921182266,0.5251396648044693,1015,0.5890736342042755,0.4507042253521127,358,421,142,0.26207364590524557,0.07416004406326225
649,60,Y,no_signal,BB_Mid_MA50,0.508,0.4853,0.6674207297900269,0.49127192982456136,0.6328749053645699,0.8105159997421076,0.7531806615776083,0.6203703703703703,0.6610761705101328,0.508,0.7054337464251669,0.5289473684210526,1049,0.5392670157068062,0.44166666666666665,380,382,120,0.26821605218632555,0.08859649122807017
650,90,Y,keep,BB_Mid_MA50,0.488,0.3931,0.684610199004223,0.32601060779816515,0.6102369016715756,0.7868822782612891,0.7624750499001997,0.6394366197183098,0.6652601969057665,0.488,0.6767050487156776,0.5206422018348624,1129,0.621160409556314,0.265625,436,293,64,0.30581293058885056,0.33643922018348627
651,5,Y,no_signal,BB_Upper,0.482,0.4868,0.5848610132145543,0.49910434393193015,0.6788760537249635,0.7584463840347594,0.600366076876144,0.5140712945590994,0.5476519337016574,0.482,0.574095682613769,0.4612794612794613,857,0.5093062605752962,0.5123152709359606,297,591,203,0.12522730099686666,0.055978504254366325
652,10,Y,keep,BB_Upper,0.478,0.4575,0.6206422140891728,0.44636175359821784,0.6642053061567612,0.7979421557746449,0.6410102224894769,0.5657237936772046,0.5871369294605809,0.478,0.583789704271632,0.5295950155763239,913,0.5928705440900562,0.3854748603351955,321,533,179,0.1966385069529354,0.12189561252371256
653,20,Y,no_signal,BB_Upper,0.492,0.4971,0.650154861499213,0.47006584565172016,0.6525911681428053,0.8542824657043612,0.6845714285714286,0.570945945945946,0.6174636174636174,0.492,0.631190727081138,0.48424068767908307,949,0.5910931174089069,0.5099337748344371,349,494,151,0.2277189285120071,0.09404353023776542
654,30,Y,no_signal,BB_Upper,0.486,0.5003,0.6489478617120041,0.5086091234347049,0.6479543556558691,0.8437168473692436,0.7177289769683985,0.5530434782608695,0.6340277777777777,0.486,0.6843718079673136,0.4622093023255814,979,0.527114967462039,0.5384615384615384,344,461,156,0.21455112680831076,0.05023852116875373
655,45,Y,no_signal,BB_Upper,0.482,0.4577,0.6515217111498544,0.478361790856873,0.6462235532222146,0.7777825373687901,0.7152890329551593,0.5869218500797447,0.633008356545961,0.482,0.6522167487684729,0.5139664804469274,1015,0.5866983372921615,0.4014084507042254,358,421,142,0.2401975123737758,0.09434259186403336
656,60,Y,no_signal,BB_Upper,0.5,0.4772,0.6487367675023332,0.49362938596491224,0.6363575972876007,0.7951115376349124,0.7541645633518426,0.6130030959752322,0.6596785464709993,0.5,0.7121067683508103,0.5210526315789473,1049,0.5157068062827225,0.43333333333333335,380,382,120,0.2333062153434585,0.12543859649122807
657,90,Y,keep,BB_Upper,0.524,0.4404,0.6630743325967285,0.39488962155963303,0.6171002730372265,0.8008749542930638,0.7716917111003392,0.6694444444444444,0.6687763713080169,0.524,0.7050487156775908,0.5527522935779816,1129,0.5290102389078498,0.328125,436,293,64,0.24767153269225536,0.24956995412844038
658,5,Y,no_signal,BB_Upper_EA10,0.488,0.4911,0.5820682465690137,0.5171418619694482,0.6805255670687985,0.7408967368430242,0.6303175554224086,0.5241635687732342,0.5738950276243094,0.488,0.6137689614935823,0.47474747474747475,857,0.5160744500846024,0.5073891625615764,297,591,203,0.13724537845986176,0.0502396709293261
659,10,Y,no_signal,BB_Upper_EA10,0.486,0.465,0.6015003216002335,0.4789502079743817,0.6712239119172314,0.7720300989058351,0.6204819277108434,0.5737976782752902,0.5643153526970954,0.486,0.5640744797371303,0.5389408099688473,913,0.5647279549718575,0.39106145251396646,321,533,179,0.15715668404472402,0.09514610417863172
660,20,Y,no_signal,BB_Upper_EA10,0.482,0.4993,0.6392271003357465,0.47329171331524317,0.6596083498176437,0.8459767536619065,0.6678240740740741,0.5511265164644713,0.6022176022176022,0.482,0.6080084299262382,0.45558739255014324,949,0.5910931174089069,0.543046357615894,349,494,151,0.21793023126837113,0.09823715820034536
661,30,Y,no_signal,BB_Upper_EA10,0.484,0.5094,0.6563694415701532,0.5153734347048301,0.6492569989787927,0.8270787986190408,0.72171581769437,0.5409252669039146,0.6395833333333333,0.484,0.6874361593462717,0.4418604651162791,979,0.5379609544468547,0.5769230769230769,344,461,156,0.23888424817036286,0.07476147883124627
662,45,Y,no_signal,BB_Upper_EA10,0.504,0.4879,0.6268361747188842,0.4854433865764419,0.6543173776924963,0.7681967939598848,0.6941431670281996,0.6025641025641025,0.6072423398328691,0.504,0.6305418719211823,0.5251396648044693,1015,0.5510688836104513,0.4507042253521127,358,421,142,0.20204298936381826,0.1024077425446534
663,60,Y,no_signal,BB_Upper_EA10,0.486,0.4794,0.6438492905235103,0.4853618421052632,0.6427399331341144,0.7911628777751708,0.7522658610271903,0.5927099841521394,0.6561844863731656,0.486,0.7121067683508103,0.4921052631578947,1049,0.5026178010471204,0.4666666666666667,380,382,120,0.23451654280566384,0.056578947368421055
664,90,Y,keep,BB_Upper_EA10,0.486,0.412,0.6384308201102187,0.3827229071100917,0.6292855024861936,0.8018657353845856,0.7502467917077985,0.6344238975817923,0.6441631504922645,0.486,0.6731620903454384,0.5114678899082569,1129,0.5324232081911263,0.3125,436,293,64,0.22330915939382764,0.322677752293578
665,5,Y,no_signal,BB_Upper_EA25,0.488,0.4965,0.5958188462882561,0.5232787646580751,0.6756220066551482,0.7409846601468337,0.6283987915407856,0.5114503816793893,0.5752762430939227,0.488,0.6067677946324388,0.4511784511784512,857,0.5296108291032149,0.541871921182266,297,591,203,0.15837721402523658,0.06883282745351711
666,10,Y,no_signal,BB_Upper_EA25,0.518,0.501,0.6210388201278592,0.4916897265876538,0.6646178446131563,0.7765538229296105,0.6451612903225807,0.5990016638935108,0.5892116182572614,0.518,0.5914567360350493,0.5607476635514018,913,0.5853658536585366,0.441340782122905,321,533,179,0.18152843336504812,0.06562940531509424
667,20,Y,no_signal,BB_Upper_EA25,0.486,0.4984,0.6667992730468467,0.4807112089413461,0.6498916962762444,0.8520955419702334,0.6844238563983788,0.5591766723842195,0.6223146223146223,0.486,0.6227608008429927,0.4670487106017192,949,0.6214574898785425,0.5298013245033113,349,494,151,0.27108868060562363,0.08799028444562515
668,30,Y,no_signal,BB_Upper_EA25,0.484,0.5129,0.6533626991108284,0.5211501192605843,0.6464947308672442,0.8355849869859848,0.7057557826788596,0.5376344086021506,0.6201388888888889,0.484,0.6700715015321757,0.436046511627907,979,0.5140997830802603,0.5897435897435898,344,461,156,0.22788980743110748,0.08825283243887895
669,45,Y,no_signal,BB_Upper_EA25,0.512,0.4956,0.6419362765173233,0.4990164450389488,0.6472786013727694,0.7638117359017929,0.7063236870310826,0.6102236421725239,0.6183844011142061,0.512,0.6492610837438424,0.5335195530726257,1015,0.5439429928741093,0.45774647887323944,358,421,142,0.2235961761230006,0.08324809190337557
670,60,Y,no_signal,BB_Upper_EA25,0.48,0.4754,0.670097175569852,0.46460526315789474,0.6319919454302986,0.8183722768597286,0.7466937945066124,0.5859872611464969,0.6519916142557652,0.48,0.6997140133460439,0.4842105263157895,1049,0.5209424083769634,0.4666666666666667,380,382,120,0.27495146212548477,0.10219298245614035
671,90,Y,keep,BB_Upper_EA25,0.49,0.4143,0.6463405049017978,0.38234661697247707,0.6255692128530139,0.7905622297322537,0.756253065228053,0.6382978723404256,0.650492264416315,0.49,0.6829052258635961,0.5160550458715596,1129,0.5255972696245734,0.3125,436,293,64,0.24331538677799375,0.2849770642201835
672,5,Y,no_signal,BB_Upper_EA5,0.518,0.5233,0.5884395848264615,0.5074306281202833,0.6778760518341513,0.757378608826423,0.6206475259621259,0.5495327102803738,0.5711325966850829,0.518,0.5927654609101517,0.494949494949495,857,0.5397631133671743,0.5517241379310345,297,591,203,0.1584838307794672,0.06463651291237499
673,10,Y,no_signal,BB_Upper_EA5,0.484,0.4684,0.5959540019193266,0.47150141840268717,0.6735915821020361,0.7886946620870565,0.6199395770392749,0.5656565656565655,0.5650069156293223,0.484,0.5618838992332968,0.5233644859813084,913,0.5703564727954972,0.4134078212290503,321,533,179,0.1667307127195461,0.0877495257487948
674,20,Y,no_signal,BB_Upper_EA5,0.486,0.5041,0.6237441500322095,0.4641454297045485,0.6652847763407758,0.8555854699193228,0.6635891517599538,0.5545927209705372,0.5959805959805959,0.486,0.6059009483667018,0.4584527220630373,949,0.5769230769230769,0.5496688741721855,349,494,151,0.20265098996173256,0.1167005066509801
675,30,Y,no_signal,BB_Upper_EA5,0.498,0.5161,0.654920355668607,0.5070345110316041,0.647988577934101,0.8331749577416644,0.7288135593220338,0.5619546247818499,0.6444444444444445,0.498,0.7027579162410623,0.4680232558139535,979,0.5206073752711496,0.5641025641025641,344,461,156,0.22899988699788842,0.056872391174716756
676,45,Y,no_signal,BB_Upper_EA5,0.49,0.4675,0.632993225138364,0.47647336533165474,0.6522764978084339,0.7730848089506767,0.70188679245283,0.5933014354066986,0.6149025069637883,0.49,0.6413793103448275,0.5195530726256983,1015,0.5510688836104513,0.4154929577464789,358,421,142,0.21077659337959118,0.10287984892595799
677,60,Y,no_signal,BB_Upper_EA5,0.472,0.4645,0.6226149062432933,0.47232456140350876,0.6467663509819537,0.8089714895447238,0.751624187906047,0.5796178343949044,0.6526904262753319,0.472,0.7168732125834127,0.4789473684210526,1049,0.47643979057591623,0.45,380,382,120,0.20251398739263024,0.11228070175438597
678,90,Y,keep,BB_Upper_EA5,0.486,0.3987,0.6475648207208651,0.3694273222477064,0.6287298860008489,0.7903477390649618,0.7492566897918731,0.6364922206506364,0.6441631504922645,0.486,0.6696191319751993,0.5160550458715596,1129,0.5460750853242321,0.28125,436,293,64,0.238218605368247,0.31077981651376146
679,5,Y,no_signal,BB_Upper_EA50,0.472,0.4877,0.5921988126052594,0.5158647227612745,0.6762286521437383,0.744398144824393,0.624249699879952,0.47619047619047616,0.5676795580110497,0.472,0.6067677946324388,0.40404040404040403,857,0.5109983079526227,0.5714285714285714,297,591,203,0.1493404569120234,0.07394138428621187
680,10,Y,no_signal,BB_Upper_EA50,0.51,0.5072,0.6317512930795329,0.49611897178857967,0.6614708482387751,0.7822546915369828,0.6413043478260869,0.5753899480069324,0.5892116182572614,0.51,0.5815991237677984,0.5171339563862928,913,0.6022514071294559,0.4972067039106145,321,533,179,0.22897114639694716,0.05121913016237665
681,20,Y,no_signal,BB_Upper_EA50,0.504,0.5245,0.6484409329232134,0.5007305641473272,0.6522192347250108,0.8563063960378497,0.6720835751596054,0.5709342560553633,0.6084546084546084,0.504,0.6101159114857745,0.47277936962750716,949,0.6052631578947368,0.5761589403973509,349,494,151,0.22708113804004215,0.08848365244122279
682,30,Y,keep,BB_Upper_EA50,0.498,0.5406,0.6643637870331185,0.5501360316040548,0.6412801836565887,0.8289893485864245,0.7228525121555917,0.5394495412844037,0.64375,0.498,0.6833503575076609,0.4273255813953488,979,0.559652928416486,0.6538461538461539,344,461,156,0.2575672639529911,0.11516100178890877
683,45,Y,no_signal,BB_Upper_EA50,0.518,0.5104,0.66216842376233,0.5190219529467307,0.6387182965645575,0.7620467397688221,0.7141316073354909,0.6106623586429725,0.6309192200557103,0.518,0.6522167487684729,0.5279329608938548,1015,0.5795724465558195,0.49295774647887325,358,421,142,0.244868539601933,0.08446770005507907
684,60,Y,no_signal,BB_Upper_EA50,0.516,0.5048,0.6746627303989339,0.5363815789473685,0.6302425187679745,0.7921129707101474,0.7603053435114505,0.6230529595015576,0.6708595387840671,0.516,0.7121067683508103,0.5263157894736842,1049,0.5575916230366492,0.48333333333333334,380,382,120,0.2878582943616209,0.11842105263157894
685,90,Y,keep,BB_Upper_EA50,0.49,0.4076,0.6606332584636498,0.37797448394495414,0.6192935444217448,0.8005546416124696,0.760216642048252,0.6393210749646392,0.6575246132208158,0.49,0.6837909654561559,0.518348623853211,1129,0.5563139931740614,0.296875,436,293,64,0.254666759372062,0.33142201834862384
686,5,Y,no_signal,BB_Upper_MA10,0.498,0.5096,0.5918414490401531,0.5090311986863711,0.6775591968384959,0.7542678289985665,0.6207309766327143,0.5145067698259187,0.5628453038674033,0.498,0.6044340723453909,0.4478114478114478,857,0.5025380710659898,0.5714285714285714,297,591,203,0.14006479929396015,0.05005722247101557
687,10,Y,no_signal,BB_Upper_MA10,0.49,0.4768,0.6082713936078614,0.49202039715275236,0.6709473336347538,0.7710780143350853,0.6234866828087167,0.5685279187817258,0.5698478561549101,0.49,0.5640744797371303,0.5233644859813084,913,0.5797373358348968,0.4301675977653631,321,533,179,0.18224972206752987,0.08087505873753459
688,20,Y,no_signal,BB_Upper_MA10,0.46,0.4704,0.6459494972333972,0.4618114195715289,0.6591589007481761,0.8543235723230913,0.6732101616628176,0.5344827586206896,0.6077616077616078,0.46,0.6143308746048473,0.44412607449856734,949,0.5951417004048583,0.4966887417218543,349,494,151,0.23132383117963506,0.0993756997286476
689,30,Y,no_signal,BB_Upper_MA10,0.476,0.4983,0.6513940250687429,0.4987980769230769,0.6484671277975211,0.8562542504895245,0.7151319332256326,0.5354609929078014,0.6326388888888889,0.476,0.6782431052093973,0.438953488372093,979,0.5357917570498916,0.5576923076923077,344,461,156,0.22280471240962602,0.06671138938580799
690,45,Y,no_signal,BB_Upper_MA10,0.488,0.4704,0.6310052303335947,0.4725194743882288,0.6516248533510248,0.7708383958490782,0.7096081588835212,0.5884244372990354,0.6232590529247911,0.488,0.6512315270935961,0.5111731843575419,1015,0.5558194774346793,0.4295774647887324,358,421,142,0.21470343891508606,0.09194271775906837
691,60,Y,no_signal,BB_Upper_MA10,0.48,0.4697,0.6431567835734856,0.46069078947368425,0.6431921509819312,0.8069546812826924,0.7507568113017155,0.588607594936709,0.6547868623340322,0.48,0.7092469018112488,0.48947368421052634,1049,0.5052356020942408,0.45,380,382,120,0.23106773341851378,0.11403508771929824
692,90,Y,keep,BB_Upper_MA10,0.488,0.4131,0.6436424755968161,0.3805905963302752,0.6284274173906215,0.7940513099051916,0.750370736529906,0.6363636363636364,0.6448663853727145,0.488,0.6722763507528786,0.5137614678899083,1129,0.5392491467576792,0.3125,436,293,64,0.2371786926725454,0.30017201834862384
693,5,Y,no_signal,BB_Upper_MA25,0.514,0.5223,0.594837577272467,0.5267452853659751,0.676684021341215,0.7470260607944792,0.6291192330736969,0.5388994307400379,0.5725138121546961,0.514,0.6126021003500584,0.4781144781144781,857,0.5143824027072758,0.5665024630541872,297,591,203,0.1515024077616997,0.08722694929591482
694,10,Y,no_signal,BB_Upper_MA25,0.494,0.4786,0.6278407164390121,0.4896012809133469,0.6631250136811017,0.7681909678042551,0.6535947712418301,0.5747899159663865,0.5968188105117566,0.494,0.6024096385542169,0.5327102803738317,913,0.5872420262664165,0.4245810055865922,321,533,179,0.20092925000359618,0.07184253119615726
695,20,Y,no_signal,BB_Upper_MA25,0.518,0.527,0.6535187262961653,0.4787377369589556,0.6515194842130508,0.8441367529822374,0.6803418803418804,0.5935919055649241,0.6112266112266113,0.518,0.6290832455216017,0.504297994269341,949,0.5769230769230769,0.5496688741721855,349,494,151,0.22949364982530088,0.10115941478965446
696,30,Y,no_signal,BB_Upper_MA25,0.474,0.4969,0.6678812547222696,0.5117397137745975,0.6456968730011199,0.8283536313586076,0.7330123060460139,0.5328596802841918,0.6534722222222222,0.474,0.6996935648621042,0.436046511627907,979,0.5553145336225597,0.5576923076923077,344,461,156,0.2604942402159005,0.07886106141920095
697,45,Y,no_signal,BB_Upper_MA25,0.492,0.4774,0.672517931736541,0.49598709575891103,0.6401878575309911,0.7729019882276514,0.7249329758713137,0.5903225806451613,0.6427576601671309,0.492,0.6660098522167488,0.5111731843575419,1015,0.5866983372921615,0.44366197183098594,358,421,142,0.266583199747259,0.05991816822724054
698,60,Y,no_signal,BB_Upper_MA25,0.478,0.4542,0.6520845083075878,0.45788377192982455,0.6418755232082572,0.807218367049357,0.7406649616368287,0.592823712948518,0.6457023060796646,0.478,0.6901811248808389,0.5,1049,0.5235602094240838,0.4083333333333333,380,382,120,0.24120703337509172,0.11929824561403508
699,90,Y,keep,BB_Upper_MA25,0.492,0.4021,0.6516292469399662,0.3873817373853211,0.6229693971016138,0.7973877101660135,0.7586206896551725,0.6422535211267606,0.6554149085794655,0.492,0.6820194862710364,0.5229357798165137,1129,0.552901023890785,0.28125,436,293,64,0.2543342291495993,0.3103497706422018
700,5,Y,no_signal,BB_Upper_MA5,0.498,0.5034,0.5917476657841169,0.501708381018726,0.6753475124208758,0.7591289792269023,0.6282282282282282,0.5290806754221389,0.5725138121546961,0.498,0.6102683780630105,0.47474747474747475,857,0.5177664974619289,0.5320197044334976,297,591,203,0.1424498555737857,0.05096946476256821
701,10,Y,no_signal,BB_Upper_MA5,0.484,0.4659,0.6004235259304316,0.46890826502375604,0.6707554065519119,0.7792871979734137,0.6232057416267943,0.568561872909699,0.5643153526970954,0.484,0.5706462212486308,0.5295950155763239,913,0.5534709193245778,0.4022346368715084,321,533,179,0.16504770574708866,0.09170016881602534
702,20,Y,no_signal,BB_Upper_MA5,0.476,0.4894,0.6298255568401427,0.4659860718419704,0.6640111827302326,0.8437426133039241,0.6762013729977117,0.5482758620689654,0.6077616077616078,0.476,0.6227608008429927,0.45558739255014324,949,0.5789473684210527,0.5231788079470199,349,494,151,0.23218346181576174,0.09136795764625515
703,30,Y,no_signal,BB_Upper_MA5,0.504,0.5204,0.6510018412697006,0.5155970483005367,0.6484629088748306,0.8320971393293055,0.7193169690501602,0.5694444444444444,0.6347222222222222,0.504,0.6884576098059244,0.47674418604651164,979,0.5206073752711496,0.5641025641025641,344,461,156,0.22512236356102888,0.07550685748360167
704,45,Y,no_signal,BB_Upper_MA5,0.478,0.4655,0.6304892175561354,0.4900660948933827,0.6521615056417946,0.7722200515310599,0.7007534983853605,0.5756097560975609,0.6128133704735376,0.478,0.6413793103448275,0.49441340782122906,1015,0.5439429928741093,0.43661971830985913,358,421,142,0.20051952306846238,0.08671020536627587
705,60,Y,no_signal,BB_Upper_MA5,0.46,0.4452,0.6156998188252087,0.4575438596491228,0.6489900139980697,0.7975324399508297,0.7449799196787149,0.5714285714285714,0.6450034940600978,0.46,0.7073403241182078,0.47368421052631576,1049,0.4738219895287958,0.4166666666666667,380,382,120,0.18999895188137295,0.11228070175438597
706,90,Y,keep,BB_Upper_MA5,0.482,0.4097,0.6354063065868191,0.37863747133027525,0.6327040477638852,0.783858528606708,0.7384155455904335,0.630527817403709,0.630801687763713,0.482,0.6563330380868024,0.5068807339449541,1129,0.5324232081911263,0.3125,436,293,64,0.2076651239279679,0.31264334862385323
707,5,Y,no_signal,BB_Upper_MA50,0.498,0.5073,0.5976609468752406,0.49565440944751293,0.675135146570239,0.7576986682917465,0.6287787182587666,0.520076481835564,0.5759668508287292,0.498,0.6067677946324388,0.45791245791245794,857,0.5313028764805414,0.5566502463054187,297,591,203,0.1443097256198086,0.07574928264583437
708,10,Y,no_signal,BB_Upper_MA50,0.516,0.497,0.6226550411093461,0.4998172610034982,0.664849199700555,0.765366410864183,0.6332326283987915,0.5993377483443708,0.5802213001383126,0.516,0.5739320920043811,0.5638629283489096,913,0.5909943714821764,0.4301675977653631,321,533,179,0.17825283737713946,0.07313040602864651
709,20,Y,no_signal,BB_Upper_MA50,0.506,0.5278,0.6457543205505049,0.481318431089774,0.653542602010886,0.8569993175305085,0.6796116504854369,0.5719237435008666,0.6112266112266113,0.506,0.6269757639620653,0.47277936962750716,949,0.5809716599190283,0.5827814569536424,349,494,151,0.22142421385391825,0.11269663560978387
710,30,Y,no_signal,BB_Upper_MA50,0.486,0.5091,0.6589286070384806,0.5417598389982111,0.6426201796436535,0.803890868864326,0.7120475418692599,0.5451327433628318,0.6298611111111111,0.486,0.6731358529111338,0.4476744186046512,979,0.5379609544468547,0.5705128205128205,344,461,156,0.2218608124187105,0.10494931425163984
711,45,Y,no_signal,BB_Upper_MA50,0.54,0.5237,0.6758503679955069,0.5413486505625934,0.6331646457576887,0.7450607647504851,0.728249194414608,0.6360759493670886,0.6476323119777159,0.54,0.6679802955665025,0.5614525139664804,1015,0.5985748218527316,0.4859154929577465,358,421,142,0.2732082889671554,0.12577700841923048
712,60,Y,no_signal,BB_Upper_MA50,0.526,0.52,0.6884966485159139,0.5147149122807018,0.6243750097139629,0.7882950585842098,0.7720181177654756,0.6302652106084243,0.6834381551362684,0.526,0.7311725452812202,0.531578947368421,1049,0.5523560209424084,0.5083333333333333,380,382,120,0.31150834252516735,0.08991228070175439
713,90,Y,keep,BB_Upper_MA50,0.498,0.4122,0.6699289896824941,0.3664349197247706,0.6141497720144083,0.7935138484644549,0.7684003925417076,0.6469760900140646,0.6680731364275668,0.498,0.6935341009743136,0.5275229357798165,1129,0.5699658703071673,0.296875,436,293,64,0.27859079737724346,0.2874139908256881
714,5,Y,no_signal,CCI_14,0.474,0.4559,0.5602888129409047,0.46392496392496385,0.6896339641118872,0.711006474925286,0.6158427635497321,0.5549915397631133,0.5545580110497238,0.474,0.603267211201867,0.5521885521885522,857,0.48392554991539766,0.35960591133004927,297,591,203,0.10230864760596027,0.10004810004810005
715,10,Y,no_signal,CCI_14,0.522,0.5079,0.5639912541176133,0.4730503489444648,0.6859008630631931,0.7320612497585582,0.6042908224076282,0.5996649916247906,0.5408022130013831,0.522,0.5553121577217963,0.557632398753894,913,0.5159474671669794,0.4581005586592179,321,533,179,0.12092374272803307,0.10691101481056058
716,20,Y,no_signal,CCI_14,0.548,0.5109,0.5833692401547762,0.5490806277158959,0.6770415626249797,0.677684408841985,0.6401842256764536,0.6512345679012346,0.5668745668745668,0.548,0.5858798735511064,0.6045845272206304,949,0.5303643724696356,0.41721854304635764,349,494,151,0.1240086517664023,0.1379153304616786
717,30,Y,no_signal,CCI_14,0.528,0.5028,0.5851847584524472,0.5171996124031009,0.671492955516632,0.6862982780085269,0.6502793296089386,0.6242038216560508,0.5652777777777778,0.528,0.5944841675178754,0.5697674418604651,979,0.5032537960954447,0.4358974358974359,344,461,156,0.12840806613503974,0.05210196779964222
718,45,Y,no_signal,CCI_14,0.548,0.5123,0.5817067034857191,0.5294869777323157,0.6746447920308479,0.6800212277458306,0.6512651265126512,0.6533742331288344,0.5584958217270195,0.548,0.5832512315270936,0.5949720670391061,1015,0.498812351543943,0.4295774647887324,358,421,142,0.12502486456127213,0.09725391454874499
719,60,Y,no_signal,CCI_14,0.57,0.4919,0.5600809047759272,0.4804166666666666,0.6739527840741012,0.6796710009094219,0.6917057902973397,0.6941678520625889,0.5870020964360587,0.57,0.6320305052430887,0.6421052631578947,1049,0.46335078534031415,0.3416666666666667,380,382,120,0.10968062328121023,0.07017543859649122
720,90,Y,keep,CCI_14,0.584,0.4348,0.5396693440387912,0.4083285550458715,0.6775126069636652,0.6770189767233297,0.686858316221766,0.727034120734908,0.5710267229254571,0.584,0.5925597874224978,0.6353211009174312,1129,0.4880546075085324,0.234375,436,293,64,0.0878303007584712,0.17015481651376146
721,5,Y,no_signal,CCI_14_EA10,0.502,0.5021,0.5867544477943165,0.524647128095404,0.6774551979477379,0.7484988838200332,0.6121696373693915,0.5447897623400365,0.5642265193370166,0.502,0.5810968494749125,0.5016835016835017,857,0.5397631133671743,0.5024630541871922,297,591,203,0.12920371105280096,0.09843923637027086
722,10,Y,no_signal,CCI_14_EA10,0.482,0.4656,0.600293036378843,0.47216275953288434,0.6724472230320762,0.780979103570241,0.6440879382055853,0.5647058823529412,0.5857538035961273,0.482,0.5936473165388828,0.5233644859813084,913,0.5722326454033771,0.40782122905027934,321,533,179,0.17212702078996525,0.11073983188012322
723,20,Y,keep,CCI_14_EA10,0.456,0.4751,0.633021974974723,0.4490692423006129,0.661052659964471,0.8776150694750904,0.6597582037996546,0.5228070175438596,0.5904365904365905,0.456,0.6037934668071654,0.4269340974212034,949,0.5647773279352226,0.5231788079470199,349,494,151,0.1970495258166491,0.13370272680696027
724,30,Y,no_signal,CCI_14_EA10,0.47,0.4835,0.6420879688202801,0.47417262969588553,0.6522654546309703,0.8601427091632111,0.710752688172043,0.537521815008726,0.6263888888888889,0.47,0.6751787538304392,0.4476744186046512,979,0.5227765726681128,0.5192307692307693,344,461,156,0.20606045834542752,0.08064997018485391
725,45,Y,no_signal,CCI_14_EA10,0.476,0.4556,0.6460854404830161,0.4660968604925643,0.6493858213615458,0.7782978149914183,0.711900915455035,0.5787781350482316,0.6274373259052924,0.476,0.6512315270935961,0.5027932960893855,1015,0.5700712589073634,0.4084507042253521,358,421,142,0.2277944841627371,0.14135651900228186
726,60,Y,keep,CCI_14_EA10,0.472,0.4388,0.6365511407024391,0.41902412280701756,0.6433866782962337,0.80526866677593,0.7475973697521497,0.5913312693498453,0.6512928022361985,0.472,0.7044804575786463,0.5026315789473684,1049,0.5052356020942408,0.375,380,382,120,0.21448250390548965,0.18026315789473685
727,90,Y,keep,CCI_14_EA10,0.52,0.4448,0.6457449735033873,0.38080561926605505,0.6332121385872727,0.7843931761219856,0.747886623570363,0.6648044692737429,0.6434599156118144,0.52,0.6660761736049602,0.5458715596330275,1129,0.5563139931740614,0.34375,436,293,64,0.2493523218167033,0.2891341743119266
